assessmentidentifier,identificationcode,learningstandardid,namespace,createdate
"f3115910-9d0d-451c-b94f-e617657660f9","10850883","111.15.3.15.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.349410"
"f3115910-9d0d-451c-b94f-e617657660f9","10850883","111.15.3.3.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.349448"
"f3115910-9d0d-451c-b94f-e617657660f9","10850884","111.15.3.5.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.351787"
"f3115910-9d0d-451c-b94f-e617657660f9","10850885","111.15.3.11.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.352925"
"f3115910-9d0d-451c-b94f-e617657660f9","10850887","111.15.3.5.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.358106"
"f3115910-9d0d-451c-b94f-e617657660f9","10850888","111.15.3.11.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.359179"
"f3115910-9d0d-451c-b94f-e617657660f9","10852127","111.15.3.1.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.362631"
"f3115910-9d0d-451c-b94f-e617657660f9","10852741","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.365152"
"f3115910-9d0d-451c-b94f-e617657660f9","10853385","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.367611"
"f3115910-9d0d-451c-b94f-e617657660f9","11070026","111.15.3.3.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.367914"
"f3115910-9d0d-451c-b94f-e617657660f9","11071856","111.15.3.3.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.372378"
"f3115910-9d0d-451c-b94f-e617657660f9","11073454","111.15.3.5.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.375555"
"f3115910-9d0d-451c-b94f-e617657660f9","11074894","111.15.3.14.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.376157"
"f3115910-9d0d-451c-b94f-e617657660f9","11074066","111.15.3.14.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.376142"
"f3115910-9d0d-451c-b94f-e617657660f9","11075388","111.15.3.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.382230"
"f3115910-9d0d-451c-b94f-e617657660f9","11077068","111.15.3.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.383144"
"f3115910-9d0d-451c-b94f-e617657660f9","11078526","111.15.3.1.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.384208"
"f3115910-9d0d-451c-b94f-e617657660f9","11087562","111.15.3.3.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.385469"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909946","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.390291"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909951","111.15.3.10.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.399566"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909960","111.15.3.1.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.418091"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909963","111.15.3.5.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.430026"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909964","111.15.3.5.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.434383"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909967","111.15.3.5.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.443086"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909971","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.451275"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081545","111.15.3.13.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.460004"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081545","111.15.3.14.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.460044"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081550","111.15.3.5.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.470130"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081553","111.15.3.11.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.476968"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081556","111.15.3.5.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.518533"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081558","111.15.3.14.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.525302"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11088858","111.15.3.3.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.532356"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652075","110.14.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.539216"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652079","110.14.2.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.548403"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652082","110.14.2.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.557113"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652086","110.14.4.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.567069"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652089","110.14.8.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.575965"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228741","110.14.2.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.585739"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228741","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.585776"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228745","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.595187"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228748","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.604904"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228751","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.611803"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228754","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.621141"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275827","110.14.2.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.641226"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275827","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.641263"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275832","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.651320"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275834","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.658006"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275837","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.666485"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275840","110.14.8.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.674109"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275845","110.14.RC.E","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.685580"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863604","110.14.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.696518"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863609","110.14.4.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.847180"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279432","110.14.2.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.857849"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279436","110.14.4.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.868069"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279440","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.877599"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279442","110.14.8.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.885185"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279450","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.902675"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900330","128.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.910561"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900336","128.14.10.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.928001"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900342","128.14.4.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.180155"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900345","128.14.8.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.189681"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1421","CC.6.NS.3","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.200434"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1422","CC.4.NF.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.206865"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1425","CC.4.NF.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.212452"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1431","CC.5.NF.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.226874"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1436","CC.6.RP.3c","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.239086"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1441","CC.6.RP.3c","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.248851"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909947","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.390917"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909953","111.15.3.1.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.404470"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909953","111.15.3.14.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.404512"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909955","111.15.3.1.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.408414"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909955","111.15.3.14.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.408452"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909957","111.15.3.3.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.412068"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909959","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.417437"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909959","111.15.3.15.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.417472"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909962","111.15.3.3.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.430681"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909969","111.15.3.1.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.444513"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909969","111.15.3.14.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.444553"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909970","111.15.3.1.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.450155"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909970","111.15.3.14.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.450192"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081544","111.15.3.13.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.459993"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081544","111.15.3.15.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.460035"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081549","111.15.3.15.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.468739"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081549","111.15.3.3.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.468775"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081552","111.15.3.5.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.476422"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081554","111.15.3.3.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.480766"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081557","111.15.3.14.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.519271"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081561","111.15.3.1.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.529896"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652074","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.538522"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652077","110.14.RC.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.546788"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652080","110.14.10.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.553462"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652085","110.14.8.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.565924"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652088","110.14.RC.E","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.574238"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228744","110.14.4.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.594262"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228747","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.602305"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228750","110.14.8.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.612147"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228753","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.619009"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228757","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.627619"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275828","110.14.2.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.643265"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275828","110.14.RC.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.643308"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275830","110.14.4.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.649460"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275833","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.657349"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275838","110.14.13.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.667671"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275841","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.677010"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275844","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.683251"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863602","110.14.4.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.690809"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863610","110.14.2.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.846441"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863614","110.14.4.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.857005"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279434","110.14.2.C","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.867458"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279434","110.14.RC.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.867589"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279438","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.877224"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279441","110.14.13.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.885181"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279445","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.892781"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279448","110.14.RC.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.899568"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900332","128.14.4.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.919766"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900335","128.14.2.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.925657"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900339","128.14.5.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.934924"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900340","128.14.23.D","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.177849"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900344","128.14.RC.E","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.186527"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1419","CC.5.NBT.3","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.199504"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1424","CC.6.NS.3","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.208845"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1428","CC.5.NF.4","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.218198"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1432","CC.5.NF.1","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.230109"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1434","CC.6.RP.3c","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.236092"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1439","CC.4.NF.4","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:18.245869"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909948","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.392236"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909948","111.15.3.15.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.392290"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909949","111.15.3.1.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.396196"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909952","111.15.3.1.B","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.400291"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909952","111.15.3.14.A","uri://ed-fi.org/Assessment/Assessment.xml","2020-11-13 14:16:17.400316"
