attendanceeventcategorydescriptorid,eventdate,localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,studentusi,attendanceeventreason,educationalenvironmentdescriptorid,eventduration,sectionattendanceduration,arrivaltime,departuretime,discriminator,createdate,lastmodifieddate,id,changeversion
"251","2011-05-10","SS-04","255901107","2011","25590110706Trad205SS0422011","2010-2011 Spring Semester","103","Tardy","810",,"30","14:30:00",,"NULL","2020-11-13 14:17:45.981582","2020-11-13 14:17:45.981490","f6c201de-c7de-41f1-8709-0bb26a0d5278","34778"
"251","2011-05-10","SS-05","255901107","2011","25590110707Trad301SS0522011","2010-2011 Spring Semester","55","Tardy","810",,"5","15:00:00",,"NULL","2020-11-13 14:17:45.984039","2020-11-13 14:17:45.983703","4a727fd8-0090-458d-a7ea-7983b8fcd79c","34779"
"251","2011-05-12","SS-02","255901107","2011","25590110705Trad105SS0222011","2010-2011 Spring Semester","45","Tardy","810",,"25","13:30:00",,"NULL","2020-11-13 14:17:45.988291","2020-11-13 14:17:45.988072","247d1c9d-5e3a-4547-9e61-848d059d390c","34780"
"251","2011-05-12","SS-02","255901107","2011","25590110705Trad105SS0222011","2010-2011 Spring Semester","58","Tardy","810",,"35","13:40:00",,"NULL","2020-11-13 14:17:45.989435","2020-11-13 14:17:45.989336","7662f6ba-930c-4fde-86a6-0eb1ee185254","34781"
"251","2011-05-12","SS-03","255901107","2011","25590110707Trad201SS0322011","2010-2011 Spring Semester","35","Tardy","810",,"10","15:05:00",,"NULL","2020-11-13 14:17:45.994324","2020-11-13 14:17:45.994257","eb682bfd-c6ae-44c1-8ab6-aea9f7ca696d","34783"
"251","2011-05-12","SS-04","255901107","2011","25590110706Trad205SS0422011","2010-2011 Spring Semester","39","Tardy","810",,"5","14:05:00",,"NULL","2020-11-13 14:17:46.000864","2020-11-13 14:17:46.000771","d61aeb46-b6e0-42be-83bd-27e5ae791b7b","34785"
"251","2011-05-15","SS-04","255901107","2011","25590110706Trad205SS0422011","2010-2011 Spring Semester","103","Tardy","810",,"15","14:15:00",,"NULL","2020-11-13 14:17:46.011730","2020-11-13 14:17:46.011530","ab00a887-af44-4921-9d73-bfe79e0f1949","34789"
"251","2011-05-25","SS-01","255901107","2011","25590110705Trad101SS0122011","2010-2011 Spring Semester","71","Tardy","810",,"40","13:45:00",,"NULL","2020-11-13 14:17:46.018728","2020-11-13 14:17:46.018577","18cb0750-649e-4c0a-90da-deedf401c4ea","34792"
"251","2011-05-25","SS-02","255901107","2011","25590110705Trad105SS0222011","2010-2011 Spring Semester","10","Tardy","810",,"5","13:10:00",,"NULL","2020-11-13 14:17:46.022386","2020-11-13 14:17:46.022144","e35f140f-a5e9-4fc0-ad62-f73336727a35","34794"
"251","2011-05-25","SS-02","255901107","2011","25590110705Trad105SS0222011","2010-2011 Spring Semester","58","Tardy","810",,"5","13:10:00",,"NULL","2020-11-13 14:17:46.028966","2020-11-13 14:17:46.028639","47a4140d-3447-44ab-a974-1fe92c9ab5f7","34796"
"251","2011-05-25","SS-03","255901107","2011","25590110707Trad201SS0322011","2010-2011 Spring Semester","35","Tardy","810",,"5","15:00:00",,"NULL","2020-11-13 14:17:46.034690","2020-11-13 14:17:46.034614","10b404ae-2046-4afd-b06b-9194c0b1f424","34799"
"251","2011-05-25","SS-04","255901107","2011","25590110706Trad205SS0422011","2010-2011 Spring Semester","33","Tardy","810",,"5","14:05:00",,"NULL","2020-11-13 14:17:46.039986","2020-11-13 14:17:46.039874","58ceca4f-5d44-425c-acde-ce8dc9a1d2e6","34801"
"251","2011-05-25","SS-04","255901107","2011","25590110706Trad205SS0422011","2010-2011 Spring Semester","103","Tardy","810",,"35","14:35:00",,"NULL","2020-11-13 14:17:46.046093","2020-11-13 14:17:46.045539","20212527-b2d0-4128-ae7c-fbf607096e1b","34803"
"251","2011-05-25","SS-05","255901107","2011","25590110707Trad301SS0522011","2010-2011 Spring Semester","55","Tardy","810",,"5","15:00:00",,"NULL","2020-11-13 14:17:46.049845","2020-11-13 14:17:46.049752","c73e20fc-f758-4f0a-993f-edba27eecbf8","34804"
"248","2011-05-18","ENG-1","255901001","2011","25590100101Trad120ENG122011","2010-2011 Spring Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.056149","2020-11-13 14:17:46.055306","412e451b-6037-44d3-b5e1-c037753b2611","34806"
"248","2010-11-09","WGEO","255901001","2011","25590100104Trad122WGEO12011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.060033","2020-11-13 14:17:46.059959","b2b07b14-f202-4ce8-a216-cd4984f7677e","34808"
"248","2010-12-15","WGEO","255901001","2011","25590100104Trad122WGEO12011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.065248","2020-11-13 14:17:46.065111","39ace3e8-f107-470b-af56-f0c9928d3163","34810"
"248","2010-11-09","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.074608","2020-11-13 14:17:46.074492","ac0f3a8c-0894-4332-bd9a-d0e0fb45430f","34813"
"248","2010-12-15","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.077996","2020-11-13 14:17:46.077865","41c029fb-8692-4ca9-978d-a5f09acb3e19","34814"
"248","2010-11-09","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.084614","2020-11-13 14:17:46.084420","41a25105-1146-405a-ad7f-603e7a535a53","34817"
"248","2010-12-15","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.087942","2020-11-13 14:17:46.087841","d27d8aaa-5ab0-4d73-a0ea-4fb3c6f5767a","34818"
"248","2010-11-09","HLTH-ED","255901001","2011","25590100105Trad320HLTHED12011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.095853","2020-11-13 14:17:46.095582","45f441ce-ac3d-4d64-af47-aa16f49b9e31","34821"
"248","2010-08-31","HUMT","255901001","2011","25590100106Trad321HUMT12011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.099574","2020-11-13 14:17:46.099427","1048c36b-d19b-405f-b737-fb6fdd3c72ef","34824"
"248","2011-05-18","HUMT","255901001","2011","25590100106Trad321HUMT22011","2010-2011 Spring Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.106852","2020-11-13 14:17:46.106749","a052ffb9-7baf-481b-b4d8-b59cf5d9302e","34827"
"248","2010-11-09","ART-1","255901001","2011","25590100107Trad322ART112011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.114732","2020-11-13 14:17:46.114058","605d1b73-23c1-4e17-b114-b9c6adf2a872","34829"
"248","2011-02-09","ENG-2","255901001","2011","25590100104Trad120ENG222011","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.125454","2020-11-13 14:17:46.125348","732d4def-2401-4732-a737-322c6849e4d7","34834"
"248","2011-01-24","GOVT","255901001","2011","25590100107Trad122GOVT22011","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.134812","2020-11-13 14:17:46.134672","df2e116b-cba0-40c6-b324-eb2917e437d6","34838"
"248","2011-01-24","ALG-2","255901001","2011","25590100105Trad220ALG222011","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.147334","2020-11-13 14:17:46.147015","b53fd823-6b70-4a8e-bdc8-f63366902697","34844"
"248","2011-01-24","ENVIRSYS","255901001","2011","25590100106Trad222ENVIRSYS2201","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.154721","2020-11-13 14:17:46.154635","40282ee8-6e30-49e6-8da2-5d39a0a3e8ab","34845"
"248","2011-04-11","CREAT-WR","255901001","2011","25590100101Trad321CREATWR22011","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.168839","2020-11-13 14:17:46.168713","4c4afc8a-ff64-4183-a1ec-03ce722906bc","34849"
"248","2011-01-24","ART2-EM","255901001","2011","25590100103Trad322ART2EM22011","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.178410","2020-11-13 14:17:46.178308","370b767f-811a-4e5c-9d55-f58114c45332","34852"
"248","2011-04-11","ART2-EM","255901001","2011","25590100103Trad322ART2EM22011","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.182055","2020-11-13 14:17:46.181981","c146fbc9-3753-4b43-b75d-1e02298df298","34855"
"248","2010-12-09","SPAN-1","255901001","2011","25590100102Trad324SPAN112011","2010-2011 Fall Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.187200","2020-11-13 14:17:46.187003","394562d9-47fb-4513-97d7-da56e20a9596","34856"
"248","2011-04-11","SPAN-1","255901001","2011","25590100102Trad324SPAN122011","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.194448","2020-11-13 14:17:46.194364","7077e15d-f6a1-4ec9-9daa-3de79aaba6ce","34859"
"248","2010-09-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.200104","2020-11-13 14:17:46.200021","b846d6b6-4161-4616-b21e-2f80ebd10768","34862"
"248","2010-10-01","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.204568","2020-11-13 14:17:46.204444","4b46d84e-c869-4ff7-831c-d175e8bb0689","34863"
"248","2010-11-10","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.207873","2020-11-13 14:17:46.207805","6edc227b-cff0-4817-9a4d-633bb16303fe","34865"
"248","2010-12-15","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.214266","2020-11-13 14:17:46.214187","0d4f1203-57c6-4721-94cf-3f042e253609","34867"
"248","2011-01-11","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.217455","2020-11-13 14:17:46.217306","5f9a12be-b86a-4c66-9ba1-1aca97f23235","34870"
"248","2011-01-20","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.222643","2020-11-13 14:17:46.222572","ec7f50c4-de36-416d-87d1-4ad704cb3fa0","34871"
"248","2011-02-14","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.227031","2020-11-13 14:17:46.226782","fae44b3a-3aec-452b-882a-0e67305eb235","34874"
"248","2011-02-28","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.232690","2020-11-13 14:17:46.232095","a845caba-da76-4564-8b34-2bca84ffd4d4","34875"
"248","2011-03-22","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.235553","2020-11-13 14:17:46.235498","097d8e88-d7cf-456b-be90-35bb2d90beb0","34878"
"248","2010-08-26","MATH-01","255901107","2011","25590110703Trad101MATH0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.242744","2020-11-13 14:17:46.242623","fe08068a-cf13-4ed6-b13a-89ec8d180813","34880"
"248","2010-10-01","MATH-01","255901107","2011","25590110703Trad101MATH0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.250761","2020-11-13 14:17:46.250645","01e42760-bac3-4f4b-b8d8-05dfc1b0be86","34883"
"248","2010-12-15","MATH-01","255901107","2011","25590110703Trad101MATH0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.260883","2020-11-13 14:17:46.260781","ac4767ce-71d2-498a-b9e5-7c9c38f1cf35","34888"
"251","2011-05-12","SS-03","255901107","2011","25590110707Trad201SS0322011","2010-2011 Spring Semester","25","Tardy","810",,"10","15:05:00",,"NULL","2020-11-13 14:17:45.991415","2020-11-13 14:17:45.991250","a2e95969-ecda-4885-b2f8-6cc006dcc79c","34782"
"251","2011-05-25","SS-02","255901107","2011","25590110705Trad105SS0222011","2010-2011 Spring Semester","9","Tardy","810",,"5","13:10:00",,"NULL","2020-11-13 14:17:46.021303","2020-11-13 14:17:46.021211","15476dea-d679-49bf-ba04-50ee80a1c985","34793"
"248","2010-08-31","ART-1","255901001","2011","25590100107Trad322ART112011","2010-2011 Fall Semester","2","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.108149","2020-11-13 14:17:46.108074","0e3acd93-4226-48f3-b3c4-90f3a3aace29","34828"
"248","2010-12-09","ENG-2","255901001","2011","25590100104Trad120ENG212011","2010-2011 Fall Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.118060","2020-11-13 14:17:46.117977","47acdbbb-fec3-4e6e-803d-46c5923e2fd6","34832"
"248","2011-01-24","ENG-2","255901001","2011","25590100104Trad120ENG222011","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.124632","2020-11-13 14:17:46.124412","ff9379c8-8a22-4cc9-8588-ab493a6d5dfd","34833"
"248","2010-12-09","ALG-2","255901001","2011","25590100105Trad220ALG212011","2010-2011 Fall Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.135963","2020-11-13 14:17:46.135820","c234b4f5-2ee0-40c2-87be-2334dcf9870c","34840"
"248","2011-02-09","ALG-2","255901001","2011","25590100105Trad220ALG222011","2010-2011 Spring Semester","1","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.146332","2020-11-13 14:17:46.146230","abe8717b-07d3-4750-b398-c006b7e33273","34843"
"248","2011-03-11","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.234776","2020-11-13 14:17:46.234649","408118ca-2ea7-42b4-a282-ab51a27b78b5","34877"
"248","2011-04-13","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.241893","2020-11-13 14:17:46.241778","f487cef9-bfdf-4e46-8d9c-e677b75aaf9d","34879"
"248","2010-12-06","MATH-01","255901107","2011","25590110703Trad101MATH0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.252769","2020-11-13 14:17:46.252718","47c7a182-307a-41dc-8ff2-248af3484342","34886"
"248","2011-01-10","MATH-01","255901107","2011","25590110703Trad101MATH0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.261677","2020-11-13 14:17:46.261066","9961f9ab-8c0d-4a41-8a14-698d19ce3ff2","34890"
"248","2011-03-11","SCI-01","255901107","2011","25590110704Trad101SCI0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.327908","2020-11-13 14:17:46.327835","b43e3913-c3ca-4832-b3b3-8a6849ca7a1b","34917"
"248","2010-08-26","SS-01","255901107","2011","25590110705Trad101SS0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.335976","2020-11-13 14:17:46.335749","238b7be9-61bd-4391-922e-b83b6d2b45b5","34920"
"248","2010-11-10","SS-01","255901107","2011","25590110705Trad101SS0112011","2010-2011 Fall Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.345644","2020-11-13 14:17:46.345398","c5508618-398e-4275-93c6-4530b3658f7f","34925"
"248","2011-01-07","SS-01","255901107","2011","25590110705Trad101SS0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.355180","2020-11-13 14:17:46.355123","eed68d3c-f9d8-497a-85f2-81fad11b5311","34929"
"248","2011-03-11","SS-01","255901107","2011","25590110705Trad101SS0122011","2010-2011 Spring Semester","8","Absent excused","810",,,,,"NULL","2020-11-13 14:17:46.375188","2020-11-13 14:17:46.375112","ed29d6ee-9e37-45a9-9fd7-a8b1fc8b2957","34937"
