academicsubjectdescriptorid,courseattemptresultdescriptorid,coursecode,courseeducationorganizationid,educationorganizationid,schoolyear,studentusi,termdescriptorid,createdate
"37","608","03100500","255901001","255901001","2012","222","2330","2020-11-13 14:21:25.178229"
"37","608","03100500","255901001","255901001","2012","223","2330","2020-11-13 14:21:25.179172"
"37","608","03100500","255901001","255901001","2012","227","2330","2020-11-13 14:21:25.190382"
"37","608","03100500","255901001","255901001","2012","227","2333","2020-11-13 14:21:25.192656"
"37","608","03100500","255901001","255901001","2012","268","2333","2020-11-13 14:21:25.204343"
"37","608","03100500","255901001","255901001","2012","304","2330","2020-11-13 14:21:25.205579"
"37","608","03100500","255901001","255901001","2012","304","2333","2020-11-13 14:21:25.208599"
"37","608","03100500","255901001","255901001","2012","309","2333","2020-11-13 14:21:25.220281"
"37","608","03100500","255901001","255901001","2012","315","2330","2020-11-13 14:21:25.221855"
"37","608","03100500","255901001","255901001","2012","315","2333","2020-11-13 14:21:25.231307"
"37","608","03100500","255901001","255901001","2012","353","2333","2020-11-13 14:21:25.237157"
"37","608","03100500","255901001","255901001","2012","353","2330","2020-11-13 14:21:25.239302"
"37","609","03100500","255901001","255901001","2011","437","2330","2020-11-13 14:21:25.253235"
"37","609","03100500","255901001","255901001","2011","437","2333","2020-11-13 14:21:25.257525"
"37","609","03100500","255901001","255901001","2011","483","2330","2020-11-13 14:21:25.267469"
"37","609","03100500","255901001","255901001","2011","498","2333","2020-11-13 14:21:25.273266"
"37","609","03100500","255901001","255901001","2011","554","2333","2020-11-13 14:21:25.283962"
"37","609","03100500","255901001","255901001","2011","588","2330","2020-11-13 14:21:25.285212"
"37","609","03100500","255901001","255901001","2011","688","2330","2020-11-13 14:21:25.299862"
"37","609","03100500","255901001","255901001","2011","736","2330","2020-11-13 14:21:25.303627"
"37","609","03100500","255901001","255901001","2011","800","2333","2020-11-13 14:21:25.311451"
"37","609","03100500","255901001","255901001","2011","809","2330","2020-11-13 14:21:25.315633"
"37","609","03100500","255901001","255901001","2011","841","2330","2020-11-13 14:21:25.321100"
"37","609","03100500","255901001","255901001","2011","919","2333","2020-11-13 14:21:25.328402"
"37","609","03100500","255901001","255901001","2011","955","2333","2020-11-13 14:21:25.333901"
"37","609","03100500","255901001","255901001","2012","54","2330","2020-11-13 14:21:25.335728"
"37","609","03100500","255901001","255901001","2012","149","2330","2020-11-13 14:21:25.348003"
"37","609","03100500","255901001","255901001","2012","222","2333","2020-11-13 14:21:25.349727"
"37","609","ALG-2","255901001","255901001","2011","402","2333","2020-11-13 14:21:25.364801"
"37","609","ALG-2","255901001","255901001","2011","435","2330","2020-11-13 14:21:25.366250"
"37","609","ALG-2","255901001","255901001","2011","441","2330","2020-11-13 14:21:25.376269"
"37","609","ALG-2","255901001","255901001","2011","502","2330","2020-11-13 14:21:25.394495"
"37","609","ALG-2","255901001","255901001","2011","540","2333","2020-11-13 14:21:25.394569"
"37","609","ALG-2","255901001","255901001","2011","601","2333","2020-11-13 14:21:25.407998"
"37","609","ALG-2","255901001","255901001","2011","926","2330","2020-11-13 14:21:25.422813"
"37","609","ALG-2","255901001","255901001","2012","163","2330","2020-11-13 14:21:25.436963"
"37","609","ALG-2","255901001","255901001","2012","272","2330","2020-11-13 14:21:25.451830"
"37","608","ALG-2","255901001","255901001","2011","402","2330","2020-11-13 14:21:25.465351"
"37","608","ALG-2","255901001","255901001","2011","431","2333","2020-11-13 14:21:25.483736"
"37","608","ALG-2","255901001","255901001","2011","452","2333","2020-11-13 14:21:25.498172"
"37","608","ALG-2","255901001","255901001","2011","468","2333","2020-11-13 14:21:25.744805"
"37","608","ALG-2","255901001","255901001","2011","481","2330","2020-11-13 14:21:25.765095"
"37","608","ALG-2","255901001","255901001","2011","499","2330","2020-11-13 14:21:25.784912"
"37","608","ALG-2","255901001","255901001","2011","502","2333","2020-11-13 14:21:25.795393"
"37","608","ALG-2","255901001","255901001","2011","560","2333","2020-11-13 14:21:25.811921"
"37","608","ALG-2","255901001","255901001","2011","591","2330","2020-11-13 14:21:25.820454"
"37","608","ALG-2","255901001","255901001","2011","591","2333","2020-11-13 14:21:25.826861"
"37","608","ALG-2","255901001","255901001","2011","607","2333","2020-11-13 14:21:25.836561"
"37","608","ALG-2","255901001","255901001","2011","613","2330","2020-11-13 14:21:25.841727"
"37","608","ALG-2","255901001","255901001","2011","619","2333","2020-11-13 14:21:25.851809"
"37","608","ALG-2","255901001","255901001","2011","626","2333","2020-11-13 14:21:25.861735"
"37","608","ALG-2","255901001","255901001","2011","684","2330","2020-11-13 14:21:25.871053"
"37","608","ALG-2","255901001","255901001","2011","717","2333","2020-11-13 14:21:25.877650"
"37","608","ALG-2","255901001","255901001","2011","719","2330","2020-11-13 14:21:25.886384"
"37","608","ALG-2","255901001","255901001","2011","730","2333","2020-11-13 14:21:25.893227"
"37","608","ALG-2","255901001","255901001","2011","747","2333","2020-11-13 14:21:25.905996"
"37","608","ALG-2","255901001","255901001","2011","781","2330","2020-11-13 14:21:25.913152"
"37","608","ALG-2","255901001","255901001","2011","783","2330","2020-11-13 14:21:25.919926"
"37","608","ALG-2","255901001","255901001","2011","789","2330","2020-11-13 14:21:25.930603"
"37","608","ALG-2","255901001","255901001","2011","791","2330","2020-11-13 14:21:25.937829"
"37","608","ALG-2","255901001","255901001","2011","808","2333","2020-11-13 14:21:25.958584"
"37","608","ALG-2","255901001","255901001","2011","862","2330","2020-11-13 14:21:25.965604"
"37","608","ALG-2","255901001","255901001","2011","870","2333","2020-11-13 14:21:25.980733"
"37","608","ALG-2","255901001","255901001","2011","873","2333","2020-11-13 14:21:25.987481"
"37","608","ALG-2","255901001","255901001","2011","920","2330","2020-11-13 14:21:25.999059"
"37","608","ALG-2","255901001","255901001","2011","932","2330","2020-11-13 14:21:26.020531"
"37","608","ALG-2","255901001","255901001","2011","936","2333","2020-11-13 14:21:26.040935"
"37","608","ALG-2","255901001","255901001","2012","15","2333","2020-11-13 14:21:26.053840"
"37","608","ALG-2","255901001","255901001","2012","66","2333","2020-11-13 14:21:26.073153"
"37","608","ALG-2","255901001","255901001","2012","72","2333","2020-11-13 14:21:26.084849"
"37","608","ALG-2","255901001","255901001","2012","108","2330","2020-11-13 14:21:26.100816"
"37","608","ALG-2","255901001","255901001","2012","108","2333","2020-11-13 14:21:26.108953"
"37","608","ALG-2","255901001","255901001","2012","148","2330","2020-11-13 14:21:26.116120"
"37","608","ALG-2","255901001","255901001","2012","193","2330","2020-11-13 14:21:26.128839"
"37","608","ALG-2","255901001","255901001","2012","225","2333","2020-11-13 14:21:26.146678"
"37","608","ALG-2","255901001","255901001","2012","238","2330","2020-11-13 14:21:26.156563"
"37","608","ALG-2","255901001","255901001","2012","262","2333","2020-11-13 14:21:26.164525"
"37","608","ALG-2","255901001","255901001","2012","299","2330","2020-11-13 14:21:26.183807"
"37","608","ALG-2","255901001","255901001","2012","299","2333","2020-11-13 14:21:26.193693"
"37","608","ALG-2","255901001","255901001","2012","321","2333","2020-11-13 14:21:26.210309"
"37","608","ALG-2","255901001","255901001","2012","356","2333","2020-11-13 14:21:26.225288"
"37","608","ALG-2","255901001","255901001","2012","388","2330","2020-11-13 14:21:26.242759"
"37","608","ALG-2","255901001","255901001","2012","390","2333","2020-11-13 14:21:26.256415"
"40","608","ART-01","255901107","255901107","2011","415","2330","2020-11-13 14:21:26.268912"
"40","608","ART-01","255901107","255901107","2011","434","2330","2020-11-13 14:21:26.284745"
"40","608","ART-01","255901107","255901107","2011","460","2330","2020-11-13 14:21:26.300286"
"40","608","ART-01","255901107","255901107","2011","473","2330","2020-11-13 14:21:26.317553"
"40","608","ART-01","255901107","255901107","2011","487","2333","2020-11-13 14:21:26.332706"
"40","608","ART-01","255901107","255901107","2011","552","2330","2020-11-13 14:21:26.347383"
"40","608","ART-01","255901107","255901107","2011","658","2333","2020-11-13 14:21:26.365900"
"40","608","ART-01","255901107","255901107","2011","671","2330","2020-11-13 14:21:26.377889"
"40","608","ART-01","255901107","255901107","2011","672","2330","2020-11-13 14:21:26.383951"
"40","608","ART-01","255901107","255901107","2011","723","2333","2020-11-13 14:21:26.397044"
"40","608","ART-01","255901107","255901107","2011","751","2333","2020-11-13 14:21:26.409639"
"40","608","ART-01","255901107","255901107","2011","759","2333","2020-11-13 14:21:26.427232"
"40","608","ART-01","255901107","255901107","2011","787","2330","2020-11-13 14:21:26.444068"
"40","608","ART-01","255901107","255901107","2011","823","2333","2020-11-13 14:21:26.454010"
"40","608","ART-01","255901107","255901107","2011","834","2330","2020-11-13 14:21:26.459432"
"40","608","ART-01","255901107","255901107","2011","876","2333","2020-11-13 14:21:26.475737"
"40","608","ART-01","255901107","255901107","2011","892","2333","2020-11-13 14:21:26.482003"
"40","608","ART-01","255901107","255901107","2011","953","2333","2020-11-13 14:21:26.496450"
"40","608","ART-01","255901107","255901107","2012","6","2333","2020-11-13 14:21:26.510442"
"40","608","ART-01","255901107","255901107","2012","50","2333","2020-11-13 14:21:26.524510"
"40","608","ART-01","255901107","255901107","2012","70","2333","2020-11-13 14:21:26.538469"
"40","608","ART-01","255901107","255901107","2012","80","2330","2020-11-13 14:21:26.549524"
"40","608","ART-01","255901107","255901107","2012","83","2333","2020-11-13 14:21:26.559217"
"40","608","ART-01","255901107","255901107","2012","102","2330","2020-11-13 14:21:26.570348"
"40","608","ART-01","255901107","255901107","2012","102","2333","2020-11-13 14:21:26.576855"
"40","608","ART-01","255901107","255901107","2012","126","2330","2020-11-13 14:21:26.583585"
"40","608","ART-01","255901107","255901107","2012","133","2333","2020-11-13 14:21:26.593387"
"40","608","ART-01","255901107","255901107","2012","134","2330","2020-11-13 14:21:26.598919"
"40","608","ART-01","255901107","255901107","2012","191","2333","2020-11-13 14:21:26.623849"
"40","608","ART-01","255901107","255901107","2012","218","2330","2020-11-13 14:21:26.652665"
"40","608","ART-01","255901107","255901107","2012","235","2333","2020-11-13 14:21:26.662087"
"40","608","ART-01","255901107","255901107","2012","260","2333","2020-11-13 14:21:26.668357"
"40","608","ART-01","255901107","255901107","2012","267","2330","2020-11-13 14:21:26.681235"
"40","608","ART-01","255901107","255901107","2012","305","2333","2020-11-13 14:21:26.933696"
"40","608","ART-01","255901107","255901107","2012","324","2330","2020-11-13 14:21:26.946983"
"40","608","ART-01","255901107","255901107","2012","358","2333","2020-11-13 14:21:26.962005"
"40","608","ART-01","255901107","255901107","2012","371","2333","2020-11-13 14:21:26.980218"
"40","609","ART-01","255901107","255901107","2011","466","2333","2020-11-13 14:21:26.995880"
"40","609","ART-01","255901107","255901107","2011","544","2330","2020-11-13 14:21:27.009360"
"40","609","ART-01","255901107","255901107","2011","589","2333","2020-11-13 14:21:27.022898"
"40","609","ART-01","255901107","255901107","2011","758","2330","2020-11-13 14:21:27.039229"
"40","609","ART-01","255901107","255901107","2011","775","2330","2020-11-13 14:21:27.047967"
"40","609","ART-01","255901107","255901107","2011","884","2330","2020-11-13 14:21:27.295770"
"40","609","ART-01","255901107","255901107","2012","6","2330","2020-11-13 14:21:27.313100"
"40","609","ART-01","255901107","255901107","2012","73","2330","2020-11-13 14:21:27.333597"
"40","609","ART-01","255901107","255901107","2012","235","2330","2020-11-13 14:21:27.351206"
"40","609","ART-01","255901107","255901107","2012","303","2333","2020-11-13 14:21:27.358050"
"40","609","ART-01","255901107","255901107","2012","337","2330","2020-11-13 14:21:27.366567"
"40","609","ART-02","255901107","255901107","2011","451","2333","2020-11-13 14:21:27.392540"
"40","609","ART-02","255901107","255901107","2011","510","2330","2020-11-13 14:21:27.402603"
"40","609","ART-02","255901107","255901107","2011","568","2333","2020-11-13 14:21:27.414953"
"40","609","ART-02","255901107","255901107","2011","576","2330","2020-11-13 14:21:27.421208"
"40","609","ART-02","255901107","255901107","2011","743","2333","2020-11-13 14:21:27.435123"
"40","609","ART-02","255901107","255901107","2011","785","2333","2020-11-13 14:21:27.446315"
"40","609","ART-02","255901107","255901107","2011","845","2330","2020-11-13 14:21:27.463931"
"40","609","ART-02","255901107","255901107","2011","931","2330","2020-11-13 14:21:27.481633"
"40","609","ART-02","255901107","255901107","2012","45","2330","2020-11-13 14:21:27.487993"
"37","609","ALG-2","255901001","255901001","2011","768","2330","2020-11-13 14:21:25.408117"
"37","609","ALG-2","255901001","255901001","2011","898","2330","2020-11-13 14:21:25.419526"
"37","609","ALG-2","255901001","255901001","2011","934","2330","2020-11-13 14:21:25.425874"
"37","609","ALG-2","255901001","255901001","2012","238","2333","2020-11-13 14:21:25.452955"
"37","608","ALG-2","255901001","255901001","2011","407","2333","2020-11-13 14:21:25.468749"
"37","608","ALG-2","255901001","255901001","2011","431","2330","2020-11-13 14:21:25.481337"
"37","608","ALG-2","255901001","255901001","2011","454","2330","2020-11-13 14:21:25.506068"
"37","608","ALG-2","255901001","255901001","2011","477","2333","2020-11-13 14:21:25.747555"
"37","608","ALG-2","255901001","255901001","2011","476","2333","2020-11-13 14:21:25.765043"
"37","608","ALG-2","255901001","255901001","2011","543","2330","2020-11-13 14:21:25.799708"
"37","608","ALG-2","255901001","255901001","2011","684","2333","2020-11-13 14:21:25.871319"
"37","608","ALG-2","255901001","255901001","2011","783","2333","2020-11-13 14:21:25.922694"
"37","608","ALG-2","255901001","255901001","2011","794","2333","2020-11-13 14:21:25.949956"
"37","608","ALG-2","255901001","255901001","2011","870","2330","2020-11-13 14:21:25.975028"
"37","608","ALG-2","255901001","255901001","2011","920","2333","2020-11-13 14:21:26.004056"
"37","608","ALG-2","255901001","255901001","2011","935","2333","2020-11-13 14:21:26.022615"
"37","608","ALG-2","255901001","255901001","2011","934","2333","2020-11-13 14:21:26.041798"
"37","608","ALG-2","255901001","255901001","2012","48","2330","2020-11-13 14:21:26.056028"
"37","608","ALG-2","255901001","255901001","2012","60","2333","2020-11-13 14:21:26.069780"
"37","608","ALG-2","255901001","255901001","2012","79","2330","2020-11-13 14:21:26.085218"
"37","608","ALG-2","255901001","255901001","2012","87","2333","2020-11-13 14:21:26.101932"
"37","608","ALG-2","255901001","255901001","2012","234","2333","2020-11-13 14:21:26.147435"
"37","608","ALG-2","255901001","255901001","2012","272","2333","2020-11-13 14:21:26.164530"
"37","608","ALG-2","255901001","255901001","2012","283","2333","2020-11-13 14:21:26.184504"
"37","608","ALG-2","255901001","255901001","2012","300","2333","2020-11-13 14:21:26.197730"
"37","608","ALG-2","255901001","255901001","2012","375","2330","2020-11-13 14:21:26.225779"
"37","608","ALG-2","255901001","255901001","2012","388","2333","2020-11-13 14:21:26.242754"
"40","608","ART-01","255901107","255901107","2011","410","2333","2020-11-13 14:21:26.259991"
"40","608","ART-01","255901107","255901107","2011","415","2333","2020-11-13 14:21:26.271435"
"40","608","ART-01","255901107","255901107","2011","457","2333","2020-11-13 14:21:26.287956"
"40","608","ART-01","255901107","255901107","2011","466","2330","2020-11-13 14:21:26.303940"
"40","608","ART-01","255901107","255901107","2011","470","2330","2020-11-13 14:21:26.312821"
"40","608","ART-01","255901107","255901107","2011","503","2333","2020-11-13 14:21:26.333810"
"40","608","ART-01","255901107","255901107","2011","544","2333","2020-11-13 14:21:26.342436"
"40","608","ART-01","255901107","255901107","2011","557","2333","2020-11-13 14:21:26.348278"
"40","608","ART-01","255901107","255901107","2011","603","2333","2020-11-13 14:21:26.361694"
"40","608","ART-01","255901107","255901107","2011","660","2333","2020-11-13 14:21:26.375216"
"40","608","ART-01","255901107","255901107","2011","672","2333","2020-11-13 14:21:26.391404"
"40","608","ART-01","255901107","255901107","2011","755","2330","2020-11-13 14:21:26.413123"
"40","608","ART-01","255901107","255901107","2011","764","2330","2020-11-13 14:21:26.428516"
"40","608","ART-01","255901107","255901107","2011","775","2333","2020-11-13 14:21:26.444039"
"40","608","ART-01","255901107","255901107","2011","848","2333","2020-11-13 14:21:26.461047"
"40","608","ART-01","255901107","255901107","2011","884","2333","2020-11-13 14:21:26.479736"
"40","608","ART-01","255901107","255901107","2011","893","2330","2020-11-13 14:21:26.491673"
"40","608","ART-01","255901107","255901107","2011","959","2333","2020-11-13 14:21:26.498407"
"40","608","ART-01","255901107","255901107","2012","8","2330","2020-11-13 14:21:26.507979"
"40","608","ART-01","255901107","255901107","2012","16","2333","2020-11-13 14:21:26.513750"
"40","608","ART-01","255901107","255901107","2012","68","2330","2020-11-13 14:21:26.526396"
"40","608","ART-01","255901107","255901107","2012","73","2333","2020-11-13 14:21:26.541303"
"40","608","ART-01","255901107","255901107","2012","100","2330","2020-11-13 14:21:26.566175"
"40","608","ART-01","255901107","255901107","2012","133","2330","2020-11-13 14:21:26.585238"
"40","608","ART-01","255901107","255901107","2012","184","2330","2020-11-13 14:21:26.603277"
"40","608","ART-01","255901107","255901107","2012","205","2330","2020-11-13 14:21:26.623977"
"40","608","ART-01","255901107","255901107","2012","210","2333","2020-11-13 14:21:26.640882"
"40","608","ART-01","255901107","255901107","2012","216","2333","2020-11-13 14:21:26.653035"
"40","608","ART-01","255901107","255901107","2012","297","2330","2020-11-13 14:21:26.681179"
"40","608","ART-01","255901107","255901107","2012","323","2330","2020-11-13 14:21:26.935791"
"40","608","ART-01","255901107","255901107","2012","340","2330","2020-11-13 14:21:26.950495"
"40","608","ART-01","255901107","255901107","2012","369","2333","2020-11-13 14:21:26.962978"
"40","608","ART-01","255901107","255901107","2012","398","2333","2020-11-13 14:21:26.981119"
"40","609","ART-01","255901107","255901107","2011","473","2333","2020-11-13 14:21:26.996352"
"40","609","ART-01","255901107","255901107","2011","487","2330","2020-11-13 14:21:27.003749"
"40","609","ART-01","255901107","255901107","2011","552","2333","2020-11-13 14:21:27.011923"
"40","609","ART-01","255901107","255901107","2011","557","2330","2020-11-13 14:21:27.018060"
"40","609","ART-01","255901107","255901107","2011","603","2330","2020-11-13 14:21:27.028379"
"40","609","ART-01","255901107","255901107","2011","823","2330","2020-11-13 14:21:27.052329"
"40","609","ART-01","255901107","255901107","2011","953","2330","2020-11-13 14:21:27.297197"
"40","609","ART-01","255901107","255901107","2012","8","2333","2020-11-13 14:21:27.313790"
"40","609","ART-01","255901107","255901107","2012","134","2333","2020-11-13 14:21:27.333593"
"40","609","ART-01","255901107","255901107","2012","156","2330","2020-11-13 14:21:27.346719"
"40","609","ART-01","255901107","255901107","2012","369","2330","2020-11-13 14:21:27.379391"
"40","609","ART-02","255901107","255901107","2011","436","2330","2020-11-13 14:21:27.388038"
"40","609","ART-02","255901107","255901107","2011","519","2330","2020-11-13 14:21:27.404769"
"40","609","ART-02","255901107","255901107","2011","776","2333","2020-11-13 14:21:27.445135"
"40","609","ART-02","255901107","255901107","2011","803","2333","2020-11-13 14:21:27.464418"
"40","609","ART-02","255901107","255901107","2012","10","2330","2020-11-13 14:21:27.484967"
"40","608","ART-02","255901107","255901107","2011","405","2333","2020-11-13 14:21:27.530663"
"40","608","ART-02","255901107","255901107","2011","449","2330","2020-11-13 14:21:27.545763"
"40","608","ART-02","255901107","255901107","2011","491","2333","2020-11-13 14:21:27.571156"
"40","608","ART-02","255901107","255901107","2011","568","2330","2020-11-13 14:21:27.613924"
"40","608","ART-02","255901107","255901107","2011","584","2330","2020-11-13 14:21:27.630174"
"40","608","ART-02","255901107","255901107","2011","606","2330","2020-11-13 14:21:27.645166"
"40","608","ART-02","255901107","255901107","2011","621","2330","2020-11-13 14:21:27.654957"
"40","608","ART-02","255901107","255901107","2011","646","2330","2020-11-13 14:21:27.673967"
"40","608","ART-02","255901107","255901107","2011","675","2330","2020-11-13 14:21:27.690681"
"40","608","ART-02","255901107","255901107","2011","704","2333","2020-11-13 14:21:27.718183"
"40","608","ART-02","255901107","255901107","2011","712","2333","2020-11-13 14:21:27.729673"
"40","608","ART-02","255901107","255901107","2011","743","2330","2020-11-13 14:21:27.746302"
"40","608","ART-02","255901107","255901107","2011","753","2333","2020-11-13 14:21:27.759839"
"40","608","ART-02","255901107","255901107","2011","777","2333","2020-11-13 14:21:27.776285"
"40","608","ART-02","255901107","255901107","2011","845","2333","2020-11-13 14:21:27.790720"
"40","608","ART-02","255901107","255901107","2011","866","2330","2020-11-13 14:21:27.799288"
"40","608","ART-02","255901107","255901107","2011","931","2333","2020-11-13 14:21:27.805370"
"40","608","ART-02","255901107","255901107","2012","9","2333","2020-11-13 14:21:27.813356"
"40","608","ART-02","255901107","255901107","2012","20","2333","2020-11-13 14:21:27.818721"
"40","608","ART-02","255901107","255901107","2012","22","2333","2020-11-13 14:21:27.829173"
"40","608","ART-02","255901107","255901107","2012","59","2330","2020-11-13 14:21:27.857929"
"40","608","ART-02","255901107","255901107","2012","84","2330","2020-11-13 14:21:27.867563"
"40","608","ART-02","255901107","255901107","2012","109","2333","2020-11-13 14:21:27.874194"
"40","608","ART-02","255901107","255901107","2012","124","2333","2020-11-13 14:21:27.888312"
"40","608","ART-02","255901107","255901107","2012","128","2330","2020-11-13 14:21:27.896737"
"40","608","ART-02","255901107","255901107","2012","143","2333","2020-11-13 14:21:27.912939"
"40","608","ART-02","255901107","255901107","2012","176","2330","2020-11-13 14:21:27.930539"
"40","608","ART-02","255901107","255901107","2012","176","2333","2020-11-13 14:21:27.940750"
"40","608","ART-02","255901107","255901107","2012","279","2330","2020-11-13 14:21:27.958079"
"40","608","ART-02","255901107","255901107","2012","279","2333","2020-11-13 14:21:27.969361"
"40","608","ART-02","255901107","255901107","2012","294","2330","2020-11-13 14:21:27.975125"
"37","609","ALG-2","255901001","255901001","2012","115","2330","2020-11-13 14:21:25.435988"
