assessmentidentifier,assessmentreportingmethoddescriptorid,identificationcode,namespace,studentassessmentidentifier,studentusi,result,resultdatatypetypedescriptorid,createdate
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","2r87Bg5TTt4i87HP/UHCx43UQh4yVGjz7GC+hNU7","724","0","2011","2020-11-13 14:16:40.951126"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","0+KxanZG+CdQReWPdaJiMPEjaCZJQP2IDP0mU2I4","645","1","2011","2020-11-13 14:16:40.951029"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","1YOGV0cm24SP4bh1mizCMUwkcVpqBwfb8hYYAZgr","877","0","2011","2020-11-13 14:16:40.951113"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","2r87Bg5TTt4i87HP/UHCx43UQh4yVGjz7GC+hNU7","724","4","2011","2020-11-13 14:16:40.951136"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","0+KxanZG+CdQReWPdaJiMPEjaCZJQP2IDP0mU2I4","645","4","2011","2020-11-13 14:16:40.951040"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","1YOGV0cm24SP4bh1mizCMUwkcVpqBwfb8hYYAZgr","877","1","2011","2020-11-13 14:16:40.951122"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","2d7QI2vH16MgtmjvEgP5KZiJNE1dtBTjJ7dGBp8d","92","1","2011","2020-11-13 14:16:40.952139"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","2r87Bg5TTt4i87HP/UHCx43UQh4yVGjz7GC+hNU7","724","0","2011","2020-11-13 14:16:40.951145"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","0+KxanZG+CdQReWPdaJiMPEjaCZJQP2IDP0mU2I4","645","1","2011","2020-11-13 14:16:40.951050"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","1YOGV0cm24SP4bh1mizCMUwkcVpqBwfb8hYYAZgr","877","1","2011","2020-11-13 14:16:40.951133"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","2","2011","2020-11-13 14:16:41.021192"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","0","2011","2020-11-13 14:16:41.025025"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","1","2011","2020-11-13 14:16:41.025117"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","1","2011","2020-11-13 14:16:41.025137"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","0","2011","2020-11-13 14:16:41.025166"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","4","2011","2020-11-13 14:16:41.025223"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","2","2011","2020-11-13 14:16:41.025235"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","1","2011","2020-11-13 14:16:41.025255"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","3","2011","2020-11-13 14:16:41.025268"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","1","2011","2020-11-13 14:16:41.025280"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","5","2011","2020-11-13 14:16:41.025297"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","5abpfTy8A5/6+zrlXNFA9no+uSkBY8xTbtPc4Nz7","229","1","2011","2020-11-13 14:16:41.025309"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","2","2011","2020-11-13 14:16:41.078650"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","1","2011","2020-11-13 14:16:41.082022"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","1","2011","2020-11-13 14:16:41.082047"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","1","2011","2020-11-13 14:16:41.082060"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","2","2011","2020-11-13 14:16:41.082070"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","3","2011","2020-11-13 14:16:41.082081"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","2","2011","2020-11-13 14:16:41.082091"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","0","2011","2020-11-13 14:16:41.082101"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","3","2011","2020-11-13 14:16:41.082112"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","1","2011","2020-11-13 14:16:41.082121"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","5","2011","2020-11-13 14:16:41.082132"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","8mXHydGEPyY2WliO0PlT2SofPWTRUg4yXJZ6JF3k","403","1","2011","2020-11-13 14:16:41.082141"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","3","2011","2020-11-13 14:16:41.109677"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","1","2011","2020-11-13 14:16:41.112340"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","1","2011","2020-11-13 14:16:41.112356"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","0","2011","2020-11-13 14:16:41.112369"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","2","2011","2020-11-13 14:16:41.112379"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","1","2011","2020-11-13 14:16:41.112388"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","2","2011","2020-11-13 14:16:41.112400"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","0","2011","2020-11-13 14:16:41.112410"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","2","2011","2020-11-13 14:16:41.112421"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","1","2011","2020-11-13 14:16:41.112431"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","3","2011","2020-11-13 14:16:41.112441"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","A1hAVDeyIn0Mf/kTgCBVTRsYg8kg6fsXI9b8fTrP","187","1","2011","2020-11-13 14:16:41.112453"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","buJv6gNXs8uURpay1YUdmYuqEY1Z1zq3e6sgunoz","236","1","2011","2020-11-13 14:16:41.171715"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","buJv6gNXs8uURpay1YUdmYuqEY1Z1zq3e6sgunoz","236","1","2011","2020-11-13 14:16:41.174707"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","buJv6gNXs8uURpay1YUdmYuqEY1Z1zq3e6sgunoz","236","0","2011","2020-11-13 14:16:41.174723"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","3","2011","2020-11-13 14:16:41.010886"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","1","2011","2020-11-13 14:16:41.015012"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","1","2011","2020-11-13 14:16:41.015091"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","1","2011","2020-11-13 14:16:41.015103"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","2","2011","2020-11-13 14:16:41.015115"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","3","2011","2020-11-13 14:16:41.015125"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","2","2011","2020-11-13 14:16:41.015135"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","0","2011","2020-11-13 14:16:41.015147"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","2","2011","2020-11-13 14:16:41.015161"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","0","2011","2020-11-13 14:16:41.015172"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","3","2011","2020-11-13 14:16:41.015183"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","39WpRfpk8zZJQXNPVFEDS2PqkEJt4vmbcO4rvOF7","23","1","2011","2020-11-13 14:16:41.015192"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","2","2011","2020-11-13 14:16:41.065459"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","1","2011","2020-11-13 14:16:41.069539"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","1","2011","2020-11-13 14:16:41.069571"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","1","2011","2020-11-13 14:16:41.069581"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","2","2011","2020-11-13 14:16:41.069593"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","3","2011","2020-11-13 14:16:41.069602"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","2","2011","2020-11-13 14:16:41.069611"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","0","2011","2020-11-13 14:16:41.069621"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-45","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","3","2011","2020-11-13 14:16:41.069630"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-46","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","1","2011","2020-11-13 14:16:41.069639"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-47","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","5","2011","2020-11-13 14:16:41.069650"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-48","uri://ed-fi.org/Assessment/Assessment.xml","6hn46X705zYjrGoNvPCchwIBrklocTpgbmJshepV","400","1","2011","2020-11-13 14:16:41.069658"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-37","uri://ed-fi.org/Assessment/Assessment.xml","aWjX2AYEQgo/qDuapxCSvFFCX+fQ+KpRJSxKarAb","291","2","2011","2020-11-13 14:16:41.125671"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-38","uri://ed-fi.org/Assessment/Assessment.xml","aWjX2AYEQgo/qDuapxCSvFFCX+fQ+KpRJSxKarAb","291","1","2011","2020-11-13 14:16:41.129302"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-39","uri://ed-fi.org/Assessment/Assessment.xml","aWjX2AYEQgo/qDuapxCSvFFCX+fQ+KpRJSxKarAb","291","1","2011","2020-11-13 14:16:41.129328"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-40","uri://ed-fi.org/Assessment/Assessment.xml","aWjX2AYEQgo/qDuapxCSvFFCX+fQ+KpRJSxKarAb","291","1","2011","2020-11-13 14:16:41.129339"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-41","uri://ed-fi.org/Assessment/Assessment.xml","aWjX2AYEQgo/qDuapxCSvFFCX+fQ+KpRJSxKarAb","291","0","2011","2020-11-13 14:16:41.129351"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-42","uri://ed-fi.org/Assessment/Assessment.xml","aWjX2AYEQgo/qDuapxCSvFFCX+fQ+KpRJSxKarAb","291","0","2011","2020-11-13 14:16:41.129361"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-43","uri://ed-fi.org/Assessment/Assessment.xml","aWjX2AYEQgo/qDuapxCSvFFCX+fQ+KpRJSxKarAb","291","1","2011","2020-11-13 14:16:41.129372"
"MP-2013-Mathematics-Seventh grade","214","Seventh grade Mathematics-44","uri://ed-fi.org/Assessment/Assessment.xml","aWjX2AYEQgo/qDuapxCSvFFCX+fQ+KpRJSxKarAb","291","1","2011","2020-11-13 14:16:41.129381"
