assessmentidentifier,identificationcode,namespace,responsevalue,responsedescription,correctresponse,createdate
"f3115910-9d0d-451c-b94f-e617657660f9","10852127","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.362668"
"f3115910-9d0d-451c-b94f-e617657660f9","10852741","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.365522"
"f3115910-9d0d-451c-b94f-e617657660f9","10853385","uri://ed-fi.org/Assessment/Assessment.xml","J",,"true","2020-11-13 14:16:17.367696"
"f3115910-9d0d-451c-b94f-e617657660f9","11070026","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.367948"
"f3115910-9d0d-451c-b94f-e617657660f9","11071856","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.372413"
"f3115910-9d0d-451c-b94f-e617657660f9","11073454","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.375592"
"f3115910-9d0d-451c-b94f-e617657660f9","11074894","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.376211"
"f3115910-9d0d-451c-b94f-e617657660f9","11074066","uri://ed-fi.org/Assessment/Assessment.xml","J",,"true","2020-11-13 14:16:17.376163"
"f3115910-9d0d-451c-b94f-e617657660f9","11075388","uri://ed-fi.org/Assessment/Assessment.xml","F",,"true","2020-11-13 14:16:17.382261"
"f3115910-9d0d-451c-b94f-e617657660f9","11077068","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.383180"
"f3115910-9d0d-451c-b94f-e617657660f9","11078526","uri://ed-fi.org/Assessment/Assessment.xml","J",,"true","2020-11-13 14:16:17.384243"
"f3115910-9d0d-451c-b94f-e617657660f9","11087562","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.385509"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909946","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.390329"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909947","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.390994"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909948","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.392306"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909949","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.396229"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909950","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.398486"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909951","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.399606"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909952","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.400326"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909953","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.404523"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909954","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.405836"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909955","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.408462"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909956","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.411188"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909957","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.412149"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909958","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.415949"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909959","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.417490"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909960","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.418122"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909961","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.421214"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909965","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.431284"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909968","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.444500"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081542","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.453233"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081543","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.457644"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081547","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.463050"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081548","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.467623"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081551","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.473535"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081555","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.482806"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081559","uri://ed-fi.org/Assessment/Assessment.xml","F",,"true","2020-11-13 14:16:17.520434"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081560","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.529424"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","0","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.536633"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652076","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.543615"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652078","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.548863"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652081","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.555291"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652083","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.561175"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652084","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.565370"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652087","uri://ed-fi.org/Assessment/Assessment.xml","J",,"true","2020-11-13 14:16:17.574263"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228740","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.586979"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228743","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.594599"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228746","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.602309"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228749","uri://ed-fi.org/Assessment/Assessment.xml","D",,"true","2020-11-13 14:16:17.608365"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228752","uri://ed-fi.org/Assessment/Assessment.xml","D",,"true","2020-11-13 14:16:17.617219"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228755","uri://ed-fi.org/Assessment/Assessment.xml","D",,"true","2020-11-13 14:16:17.623295"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228756","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.626989"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228758","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.631794"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275826","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.637095"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275829","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.644404"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275831","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.651321"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275835","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.659764"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275836","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.664594"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275839","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.671782"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275842","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.676940"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275843","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.682606"
"d128cfa6-b3df-430c-b671-c76d9822417d","0","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.688837"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863603","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.692187"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863607","uri://ed-fi.org/Assessment/Assessment.xml","F",,"true","2020-11-13 14:16:17.844908"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","0","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.857858"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279435","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.867875"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279439","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.877508"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279444","uri://ed-fi.org/Assessment/Assessment.xml","D",,"true","2020-11-13 14:16:17.887090"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279446","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.894716"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279447","uri://ed-fi.org/Assessment/Assessment.xml","D",,"true","2020-11-13 14:16:17.898984"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279451","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.908475"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900331","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.916565"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900334","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.922075"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900337","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.929003"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900341","uri://ed-fi.org/Assessment/Assessment.xml","J",,"true","2020-11-13 14:16:18.180174"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1417","uri://ed-fi.org/Assessment/Assessment.xml","A","(7.5+4)-3","false","2020-11-13 14:16:18.191311"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1417","uri://ed-fi.org/Assessment/Assessment.xml","B","-(7.5+4)-3","true","2020-11-13 14:16:18.191851"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1417","uri://ed-fi.org/Assessment/Assessment.xml","C","-(7.5+4)+3","false","2020-11-13 14:16:18.191892"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1417","uri://ed-fi.org/Assessment/Assessment.xml","D","-3-(4+7.5)","true","2020-11-13 14:16:18.191941"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1417","uri://ed-fi.org/Assessment/Assessment.xml","E","-(3-7.5)+4","false","2020-11-13 14:16:18.191973"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1417","uri://ed-fi.org/Assessment/Assessment.xml","F","-3+(-7.5-4)","true","2020-11-13 14:16:18.192000"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1417","uri://ed-fi.org/Assessment/Assessment.xml","G","-3+(-7.5+4)","false","2020-11-13 14:16:18.192022"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1418","uri://ed-fi.org/Assessment/Assessment.xml","A","(5/8) = -(-5/-8)","false","2020-11-13 14:16:18.196692"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1418","uri://ed-fi.org/Assessment/Assessment.xml","B","(-3/-4) = -(3/4)","false","2020-11-13 14:16:18.197347"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1418","uri://ed-fi.org/Assessment/Assessment.xml","C","-(12/-17) = 12/17","true","2020-11-13 14:16:18.197362"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1418","uri://ed-fi.org/Assessment/Assessment.xml","D","(9/-13) = -(-9/13)","false","2020-11-13 14:16:18.197370"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1420","uri://ed-fi.org/Assessment/Assessment.xml","A","1/2 mile","false","2020-11-13 14:16:18.202341"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909963","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.430063"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909964","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.434437"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909967","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.443123"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909971","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.451311"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081545","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.460052"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081550","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.470172"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081553","uri://ed-fi.org/Assessment/Assessment.xml","H",,"true","2020-11-13 14:16:17.477012"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081556","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.518580"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081558","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.525371"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11088858","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.532394"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652075","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.539248"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652079","uri://ed-fi.org/Assessment/Assessment.xml","F",,"true","2020-11-13 14:16:17.548477"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652082","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.557166"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652086","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.567143"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652089","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:17.576006"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228741","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.585784"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228745","uri://ed-fi.org/Assessment/Assessment.xml","D",,"true","2020-11-13 14:16:17.595214"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228748","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.604942"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228751","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.611906"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228754","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.621178"
"3e0e2cac-847b-4ddd-93ec-925826552447","0","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.634982"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275827","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.641272"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275832","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.651360"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275834","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.658044"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275837","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.666532"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275840","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.674150"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275845","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.685620"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863604","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.696571"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863609","uri://ed-fi.org/Assessment/Assessment.xml","A",,"true","2020-11-13 14:16:17.847231"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279432","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.857905"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279436","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.868120"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279440","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.877642"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279442","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.885227"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279450","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.902736"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900330","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:17.910633"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900336","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:17.928055"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900342","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:18.180199"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900345","uri://ed-fi.org/Assessment/Assessment.xml","G",,"true","2020-11-13 14:16:18.189722"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1421","uri://ed-fi.org/Assessment/Assessment.xml","4p-4=48",,"true","2020-11-13 14:16:18.200491"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1422","uri://ed-fi.org/Assessment/Assessment.xml","A","(40/8) = (200/w)","true","2020-11-13 14:16:18.207605"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1422","uri://ed-fi.org/Assessment/Assessment.xml","B","(40/w) = (8/200)","false","2020-11-13 14:16:18.208259"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1422","uri://ed-fi.org/Assessment/Assessment.xml","C","(40/200) = (w/8)","false","2020-11-13 14:16:18.208275"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1422","uri://ed-fi.org/Assessment/Assessment.xml","D","(40/8+w) = (w/200)","false","2020-11-13 14:16:18.208283"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1425","uri://ed-fi.org/Assessment/Assessment.xml","5.0",,"true","2020-11-13 14:16:18.212501"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1431","uri://ed-fi.org/Assessment/Assessment.xml","3 1/2",,"true","2020-11-13 14:16:18.226912"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1436","uri://ed-fi.org/Assessment/Assessment.xml","A",,"false","2020-11-13 14:16:18.239127"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1436","uri://ed-fi.org/Assessment/Assessment.xml","B",,"true","2020-11-13 14:16:18.239657"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1436","uri://ed-fi.org/Assessment/Assessment.xml","C",,"false","2020-11-13 14:16:18.239672"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1436","uri://ed-fi.org/Assessment/Assessment.xml","D",,"false","2020-11-13 14:16:18.239684"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1441","uri://ed-fi.org/Assessment/Assessment.xml","A",,"false","2020-11-13 14:16:18.248904"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1441","uri://ed-fi.org/Assessment/Assessment.xml","B",,"false","2020-11-13 14:16:18.249536"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1441","uri://ed-fi.org/Assessment/Assessment.xml","C",,"true","2020-11-13 14:16:18.249559"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1441","uri://ed-fi.org/Assessment/Assessment.xml","D",,"false","2020-11-13 14:16:18.249568"
