courseattemptresultdescriptorid,coursecode,courseeducationorganizationid,educationorganizationid,schoolyear,studentusi,termdescriptorid,attemptedcredits,attemptedcredittypedescriptorid,attemptedcreditconversion,earnedcredits,earnedcredittypedescriptorid,earnedcreditconversion,whentakengradeleveldescriptorid,methodcreditearneddescriptorid,finallettergradeearned,finalnumericgradeearned,courserepeatcodedescriptorid,coursetitle,alternativecoursetitle,alternativecoursecode,externaleducationorganizationid,assigningorganizationidentificationcode,coursecatalogurl,discriminator,createdate,lastmodifieddate,id,changeversion
"608","03100500","255901001","255901001","2011","529","2333","1.000",,,"1.000",,,"950","1648","C","72.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.154443","2020-11-13 14:21:24.154291","a938e539-590e-4d3e-8eb1-6b553adb8971","90423"
"608","03100500","255901001","255901001","2011","531","2330","1.000",,,"1.000",,,"950","1648","A","93.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.157134","2020-11-13 14:21:24.156915","72764d00-510b-491c-bf2f-004e5048ec50","90424"
"608","03100500","255901001","255901001","2011","531","2333","1.000",,,"1.000",,,"950","1648","A","97.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.165681","2020-11-13 14:21:24.165461","8c2d32ef-0c5f-43cf-ae66-8b71cd5d8c96","90425"
"608","03100500","255901001","255901001","2011","550","2330","1.000",,,"1.000",,,"950","1648","D","68.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.167356","2020-11-13 14:21:24.167116","f9c10edb-f243-438c-aeea-180fcd9473a7","90426"
"608","03100500","255901001","255901001","2011","554","2330","1.000",,,"1.000",,,"950","1648","D","62.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.168183","2020-11-13 14:21:24.167959","95670e36-2390-44f5-bed6-be12a055e215","90427"
"608","03100500","255901001","255901001","2011","570","2330","1.000",,,"1.000",,,"950","1648","C","73.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.174241","2020-11-13 14:21:24.173915","5027f727-d26c-4db3-8386-20b4e47e9586","90428"
"608","03100500","255901001","255901001","2011","570","2333","1.000",,,"1.000",,,"950","1648","A","97.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.180169","2020-11-13 14:21:24.179921","0c87e554-8133-4246-b7b0-e781a60ef107","90429"
"608","03100500","255901001","255901001","2011","571","2330","1.000",,,"1.000",,,"950","1648","B","88.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.181452","2020-11-13 14:21:24.181195","957081eb-e434-4d8c-bb5f-48300d3ca07f","90430"
"608","03100500","255901001","255901001","2011","571","2333","1.000",,,"1.000",,,"950","1648","A","100.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.184047","2020-11-13 14:21:24.183868","9a50c767-e05d-4c91-bd52-be1b677db85a","90431"
"608","03100500","255901001","255901001","2011","573","2330","1.000",,,"1.000",,,"950","1648","C","74.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.191826","2020-11-13 14:21:24.191512","3a0f62d5-2dad-4722-8908-713cdd0bb0ac","90432"
"608","03100500","255901001","255901001","2011","573","2333","1.000",,,"1.000",,,"950","1648","B","84.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.195219","2020-11-13 14:21:24.195019","fdaaeac3-2051-4f6e-b439-dd293dfdb82a","90433"
"608","03100500","255901001","255901001","2011","588","2333","1.000",,,"1.000",,,"950","1648","C","76.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.198287","2020-11-13 14:21:24.198059","e19300ef-3102-427f-874e-29ed4de0de59","90434"
"608","03100500","255901001","255901001","2011","627","2330","1.000",,,"1.000",,,"950","1648","B","86.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.200454","2020-11-13 14:21:24.200301","94713e5d-1f0e-4d37-bacf-da00d7f4f3f0","90435"
"608","03100500","255901001","255901001","2011","627","2333","1.000",,,"1.000",,,"950","1648","C","70.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.207786","2020-11-13 14:21:24.207564","3b4ee97e-a7ff-4d31-ab4d-5815dbb3dcf0","90436"
"608","03100500","255901001","255901001","2011","628","2330","1.000",,,"1.000",,,"950","1648","A","97.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.210477","2020-11-13 14:21:24.210074","93f6b4b3-adae-4f86-b2ef-1d1bc0406d81","90437"
"608","03100500","255901001","255901001","2011","628","2333","1.000",,,"1.000",,,"950","1648","D","60.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.213398","2020-11-13 14:21:24.212523","01ed1cd3-2fab-402a-b2b3-d22b9ea44c1b","90438"
"608","03100500","255901001","255901001","2011","635","2330","1.000",,,"1.000",,,"950","1648","B","81.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.216874","2020-11-13 14:21:24.216560","431f81d3-63e8-47ab-beb6-cc939265ed0c","90439"
"608","03100500","255901001","255901001","2011","641","2330","1.000",,,"1.000",,,"950","1648","C","77.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.223396","2020-11-13 14:21:24.223032","31c21b6e-fb9e-48e5-bad2-5a825ae85621","90440"
"608","03100500","255901001","255901001","2011","641","2333","1.000",,,"1.000",,,"950","1648","C","79.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.225423","2020-11-13 14:21:24.225147","9f0da73c-1d17-4e21-826f-99100736ec4a","90441"
"608","03100500","255901001","255901001","2011","656","2333","1.000",,,"1.000",,,"950","1648","B","87.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.228453","2020-11-13 14:21:24.228281","9fc5b6e9-2052-4955-8e55-a9652075d4da","90442"
"608","03100500","255901001","255901001","2011","657","2330","1.000",,,"1.000",,,"950","1648","C","76.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.234418","2020-11-13 14:21:24.234137","c00cdd13-abdf-47bb-ae47-7ab9d9659da4","90443"
"608","03100500","255901001","255901001","2011","662","2330","1.000",,,"1.000",,,"950","1648","D","67.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.248973","2020-11-13 14:21:24.248629","e5a4856b-e843-4f8d-9816-33f3c0e14a87","90444"
"608","03100500","255901001","255901001","2011","663","2333","1.000",,,"1.000",,,"950","1648","A","91.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.264087","2020-11-13 14:21:24.263861","ec2ed899-81fe-4de7-af6d-478d41c9f99b","90448"
"608","03100500","255901001","255901001","2011","666","2333","1.000",,,"1.000",,,"950","1648","A","97.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.890638","2020-11-13 14:21:24.890428","58974d29-569f-49f1-9dc9-e70f8497213e","90452"
"608","03100500","255901001","255901001","2011","696","2330","1.000",,,"1.000",,,"950","1648","C","79.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.904041","2020-11-13 14:21:24.903582","1452c4da-6c48-476a-beac-f303cc90f8fa","90453"
"608","03100500","255901001","255901001","2011","710","2333","1.000",,,"1.000",,,"950","1648","B","86.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.911553","2020-11-13 14:21:24.910290","ab5c35fe-0a38-4db6-8308-43e5c57e4c7a","90456"
"608","03100500","255901001","255901001","2011","761","2330","1.000",,,"1.000",,,"950","1648","C","78.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.943171","2020-11-13 14:21:24.942804","cbf9d437-0131-4c7a-95ee-35ea25c01111","90462"
"608","03100500","255901001","255901001","2011","800","2330","1.000",,,"1.000",,,"950","1648","A","95.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.954427","2020-11-13 14:21:24.954211","bf74de98-4c3f-4522-85b0-9c5af9ca1c71","90464"
"608","03100500","255901001","255901001","2011","817","2330","1.000",,,"1.000",,,"950","1648","C","74.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.971469","2020-11-13 14:21:24.971207","9e7a94ba-30d6-4b54-9c95-f7dd8849bced","90468"
"608","03100500","255901001","255901001","2011","880","2330","1.000",,,"1.000",,,"950","1648","C","72.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.018146","2020-11-13 14:21:25.017737","1e0b4446-4a1e-4dca-a504-10ed0a03b84b","90478"
"608","03100500","255901001","255901001","2011","916","2333","1.000",,,"1.000",,,"950","1648","D","64.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.032920","2020-11-13 14:21:25.032640","65cfadbe-06ef-42fd-84ff-7f769abfea9d","90481"
"608","03100500","255901001","255901001","2011","954","2330","1.000",,,"1.000",,,"950","1648","C","72.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.043530","2020-11-13 14:21:25.043290","d2015fb7-0b0a-487a-8105-7e802b450128","90483"
"608","03100500","255901001","255901001","2012","27","2330","1.000",,,"1.000",,,"950","1648","D","68.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.064507","2020-11-13 14:21:25.064330","87884d4d-570c-4957-bce7-1dd9f8e58a49","90489"
"608","03100500","255901001","255901001","2012","43","2330","1.000",,,"1.000",,,"950","1648","A","92.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.079946","2020-11-13 14:21:25.079762","2a845c4b-7df9-498a-b56c-29af0aefd9b6","90493"
"608","03100500","255901001","255901001","2012","54","2333","1.000",,,"1.000",,,"950","1648","B","84.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.092428","2020-11-13 14:21:25.092212","15ea8f24-a34b-447c-979c-7f27dd97babc","90495"
"608","03100500","255901001","255901001","2012","149","2333","1.000",,,"1.000",,,"950","1648","A","92.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.146664","2020-11-13 14:21:25.146492","08742c2a-df85-47d4-b6dd-5eb1888b2553","90509"
"608","03100500","255901001","255901001","2012","195","2333","1.000",,,"1.000",,,"950","1648","C","71.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.161371","2020-11-13 14:21:25.161158","ad0edf50-7420-4ea6-b91e-62264c9e8dcb","90513"
"608","03100500","255901001","255901001","2012","222","2330","1.000",,,"1.000",,,"950","1648","D","69.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.176482","2020-11-13 14:21:25.176136","1aa83379-ad11-44f9-a4a7-a5eaf84db9ed","90516"
"608","03100500","255901001","255901001","2012","304","2330","1.000",,,"1.000",,,"950","1648","C","70.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.203884","2020-11-13 14:21:25.203664","6dfc6224-0f46-4a25-9775-b5c85b98c8ee","90523"
"608","03100500","255901001","255901001","2012","315","2330","1.000",,,"1.000",,,"950","1648","A","98.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.220487","2020-11-13 14:21:25.220319","11229ece-b507-4aec-a281-f9535dc7fa4f","90528"
"608","03100500","255901001","255901001","2012","353","2330","1.000",,,"1.000",,,"950","1648","B","85.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.237523","2020-11-13 14:21:25.237339","97da3768-253a-4a8a-aeb4-8dc957e14218","90532"
"609","03100500","255901001","255901001","2011","588","2330","1.000",,,"0.500",,,"950","1648","F","52.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.283613","2020-11-13 14:21:25.283432","89f4d998-7d5b-466f-82e8-7a15c85bc48d","90542"
"609","03100500","255901001","255901001","2011","688","2330","1.000",,,"0.500",,,"950","1648","F","47.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.297949","2020-11-13 14:21:25.297776","a0fb90a8-74eb-44f7-95b1-a8a0803bc490","90545"
"609","03100500","255901001","255901001","2011","919","2333","1.000",,,"0.500",,,"950","1648","F","30.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.326124","2020-11-13 14:21:25.325864","ef627d63-5a64-406d-b23c-185ae735e0de","90552"
"609","03100500","255901001","255901001","2012","54","2330","1.000",,,"0.000",,,"950","1648","F","49.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.334198","2020-11-13 14:21:25.334003","b6aab9bf-6b88-40f3-9af9-4ac38f7be0cf","90555"
"609","03100500","255901001","255901001","2012","149","2330","1.000",,,"0.500",,,"950","1648","F","54.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.346244","2020-11-13 14:21:25.346032","def88459-a0b9-4cd1-84b9-d0d46018fb6e","90557"
"609","ALG-2","255901001","255901001","2011","402","2333","1.000",,,"0.500",,,"957","1648","F","32.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.363000","2020-11-13 14:21:25.361910","fec93fd0-7a60-4d2b-a86b-69074201acbc","90561"
"609","ALG-2","255901001","255901001","2011","540","2333","1.000",,,"0.500",,,"957","1648","F","52.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.392800","2020-11-13 14:21:25.392640","0208e580-d57f-493c-9994-15e6d151d0a5","90568"
"609","ALG-2","255901001","255901001","2011","768","2330","1.000",,,"0.500",,,"957","1648","F","31.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.406317","2020-11-13 14:21:25.406157","a6db1eb3-a77b-42bb-8e4a-36b1425f5631","90570"
"609","ALG-2","255901001","255901001","2011","898","2330","1.000",,,"0.000",,,"957","1648","F","59.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.417708","2020-11-13 14:21:25.417533","5ad8f693-843a-4315-86b8-d80e46652745","90573"
"609","ALG-2","255901001","255901001","2011","934","2330","1.000",,,"0.500",,,"957","1648","F","57.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.424012","2020-11-13 14:21:25.423864","a2d73971-528c-461f-83da-64ae56deb469","90576"
"609","ALG-2","255901001","255901001","2012","238","2333","1.000",,,"0.500",,,"957","1648","F","33.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.451330","2020-11-13 14:21:25.451169","e1cc8c88-bffb-4b27-8d45-be7c82500b8b","90583"
"608","ALG-2","255901001","255901001","2011","407","2333","1.000",,,"1.000",,,"957","1648","B","83.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.467178","2020-11-13 14:21:25.467014","36b5732b-341f-46cb-ac06-20796c06556b","90587"
"608","ALG-2","255901001","255901001","2011","431","2330","1.000",,,"1.000",,,"957","1648","B","80.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.479877","2020-11-13 14:21:25.479689","6b6c1add-93ed-4f02-b255-eb3f306033ca","90590"
"608","ALG-2","255901001","255901001","2011","454","2330","1.000",,,"1.000",,,"957","1648","D","67.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.504435","2020-11-13 14:21:25.504218","ce5bc8b9-04cb-43ef-b8be-ec7eac196418","90596"
"608","ALG-2","255901001","255901001","2011","477","2333","1.000",,,"1.000",,,"957","1648","D","68.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.745955","2020-11-13 14:21:25.745783","f693d853-dd78-450b-97fb-a9d2f6f4f783","90600"
"608","ALG-2","255901001","255901001","2011","476","2333","1.000",,,"1.000",,,"957","1648","B","83.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.763254","2020-11-13 14:21:25.763057","b451490d-0632-4b8d-99a4-caa5ec5720ae","90604"
"608","ALG-2","255901001","255901001","2011","543","2330","1.000",,,"1.000",,,"957","1648","A","96.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.797865","2020-11-13 14:21:25.797648","76e44e56-2565-48f1-82f9-ee3fbf3b347b","90611"
"608","ALG-2","255901001","255901001","2011","684","2333","1.000",,,"1.000",,,"957","1648","D","60.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.869093","2020-11-13 14:21:25.867619","0eb8ddd7-5348-446a-aa64-03f9ea0dac02","90628"
"608","ALG-2","255901001","255901001","2011","783","2333","1.000",,,"1.000",,,"957","1648","C","72.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.920865","2020-11-13 14:21:25.920714","3514ed4f-d4d8-4c25-9876-dde3dca9614c","90641"
"608","ALG-2","255901001","255901001","2011","794","2333","1.000",,,"1.000",,,"957","1648","C","79.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.948202","2020-11-13 14:21:25.948019","c9853ac6-9b2f-428d-938e-fc8c411c3340","90647"
"608","ALG-2","255901001","255901001","2011","870","2330","1.000",,,"1.000",,,"957","1648","B","82.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:25.972837","2020-11-13 14:21:25.972649","e89d9251-07a3-4069-8ba2-8b7534452e13","90653"
"608","ALG-2","255901001","255901001","2011","920","2333","1.000",,,"1.000",,,"957","1648","B","85.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:26.002302","2020-11-13 14:21:26.002087","c425f1f7-67ba-446c-a834-360d9c242e2b","90660"
"608","ALG-2","255901001","255901001","2011","935","2333","1.000",,,"1.000",,,"957","1648","C","73.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:26.020764","2020-11-13 14:21:26.020572","9ccffc8f-6a69-440b-bc20-4743dad98b56","90664"
"608","03100500","255901001","255901001","2011","657","2333","1.000",,,"1.000",,,"950","1648","A","93.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.251097","2020-11-13 14:21:24.250649","35a42995-aec9-4945-a7f9-cb4bfa48bf71","90445"
"608","03100500","255901001","255901001","2011","692","2330","1.000",,,"1.000",,,"950","1648","C","76.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.890501","2020-11-13 14:21:24.890218","9a005eee-52d8-46fa-b5a3-d74bb718d360","90451"
"608","03100500","255901001","255901001","2011","696","2333","1.000",,,"1.000",,,"950","1648","C","72.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.906662","2020-11-13 14:21:24.906397","5a202c88-ddd9-4fdc-a13b-19f7634d1f30","90454"
"608","03100500","255901001","255901001","2011","728","2330","1.000",,,"1.000",,,"950","1648","C","75.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.921296","2020-11-13 14:21:24.920790","f847283b-d5c8-40e1-9532-6f86c233f508","90457"
"608","03100500","255901001","255901001","2011","735","2330","1.000",,,"1.000",,,"950","1648","A","98.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.929205","2020-11-13 14:21:24.928974","cf25bfba-8ee6-4237-bcff-91a4424a5482","90459"
"608","03100500","255901001","255901001","2011","761","2333","1.000",,,"1.000",,,"950","1648","D","68.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.947234","2020-11-13 14:21:24.947006","ded12daf-8245-4863-8e4f-f46e18f7b23b","90463"
"608","03100500","255901001","255901001","2011","805","2333","1.000",,,"1.000",,,"950","1648","D","60.00",,,,,,"255901","http://www.GBISD.edu/coursecatalog","NULL","2020-11-13 14:21:24.961069","2020-11-13 14:21:24.960592","a106fc13-0c4e-4925-8a40-5a4ae000d327","90466"
