educationorganizationid,studentusi,sexdescriptorid,profilethumbnail,hispaniclatinoethnicity,oldethnicitydescriptorid,limitedenglishproficiencydescriptorid,loginid,discriminator,createdate,lastmodifieddate,id,changeversion
"255901","13","2090",,"true","1678",,,"NULL","2020-11-13 14:17:28.598569","2020-11-13 14:17:28.598171","6e404b5d-3708-4d76-80b0-f3ad7fc4398e","31204"
"255901","14","2091",,"false","1678",,,"NULL","2020-11-13 14:17:28.602337","2020-11-13 14:17:28.601870","cd46e1ef-97fb-4204-bd30-21d0f8206d04","31205"
"255901","15","2091",,"true","1677",,,"NULL","2020-11-13 14:17:28.608677","2020-11-13 14:17:28.608397","abd62d96-bffa-407a-95b9-e9144fd5fa36","31207"
"255901","17","2090",,"true","1681",,,"NULL","2020-11-13 14:17:28.622408","2020-11-13 14:17:28.621988","b65db49c-01e7-4304-be07-04d32c1858db","31208"
"255901","18","2090",,"false","1681",,,"NULL","2020-11-13 14:17:28.625240","2020-11-13 14:17:28.624931","fccfa2de-3780-4374-9999-fe2369369847","31209"
"255901","21","2090",,"false","1679",,,"NULL","2020-11-13 14:17:28.650328","2020-11-13 14:17:28.649901","e77ef3a1-a16d-4947-badc-a3749e47083c","31211"
"255901","23","2090",,"true","1679",,,"NULL","2020-11-13 14:17:28.652328","2020-11-13 14:17:28.652049","acc980ac-89c0-46e9-8afd-fbdd1b775af7","31213"
"255901","20","2091",,"false","1679",,,"NULL","2020-11-13 14:17:28.670795","2020-11-13 14:17:28.667820","cfdccd9e-c3d4-46c4-aa89-8f74aa8f4977","31214"
"255901","26","2090",,"false","1680",,,"NULL","2020-11-13 14:17:28.671986","2020-11-13 14:17:28.671595","f0f2e5e6-d2f7-441e-bf5e-d2949bcbd9f2","31215"
"255901","30","2090",,"true","1678",,,"NULL","2020-11-13 14:17:28.702820","2020-11-13 14:17:28.702537","e7e5efcd-ad57-4c8a-9442-6ffa75a0447b","31220"
"255901","29","2091",,"true","1678",,,"NULL","2020-11-13 14:17:28.707024","2020-11-13 14:17:28.706664","97752573-5cea-4e69-a5d6-da24e2eb25cc","31221"
"255901","31","2090",,"true","1678",,,"NULL","2020-11-13 14:17:28.721859","2020-11-13 14:17:28.721441","65f41a18-677c-48c1-9be4-802c82313051","31222"
"255901","33","2090",,"false","1678",,,"NULL","2020-11-13 14:17:28.725694","2020-11-13 14:17:28.725319","423cfefe-3613-407c-a684-4452ca907046","31224"
"255901","35","2091",,"false","1679",,,"NULL","2020-11-13 14:17:28.743534","2020-11-13 14:17:28.743114","81713987-adeb-4fb5-988a-13702510a156","31226"
"255901","36","2090",,"false","1680",,,"NULL","2020-11-13 14:17:28.745858","2020-11-13 14:17:28.745367","3d06e976-3c71-4988-b195-b2db45a660e4","31227"
"255901","39","2090",,"true","1680",,,"NULL","2020-11-13 14:17:28.770279","2020-11-13 14:17:28.769964","ef1702d8-b371-4d27-8885-924c8742de6e","31230"
"255901","40","2090",,"true","1678",,,"NULL","2020-11-13 14:17:28.773736","2020-11-13 14:17:28.773249","d4fe39ba-c7b9-4142-9d5e-4c86d126853b","31231"
"255901","41","2091",,"true","1678",,,"NULL","2020-11-13 14:17:28.781175","2020-11-13 14:17:28.780280","e4822830-177e-4d5e-87eb-b6427d208fb3","31232"
"255901","43","2091",,"true","1680",,,"NULL","2020-11-13 14:17:28.796634","2020-11-13 14:17:28.794109","769859de-7437-4a04-b6d8-9261d9270129","31234"
"255901","44","2090",,"true","1678",,,"NULL","2020-11-13 14:17:28.797060","2020-11-13 14:17:28.795344","b461aad0-bcc1-4a23-924d-0270a4a28d2b","31235"
"255901","45","2090",,"false","1679",,,"NULL","2020-11-13 14:17:28.810438","2020-11-13 14:17:28.809506","002510fe-1338-4ea4-a812-4e74b32fef00","31236"
"255901","47","2091",,"false","1677",,,"NULL","2020-11-13 14:17:28.826817","2020-11-13 14:17:28.826087","18e7276a-d68f-4e08-896d-1da7976bf564","31238"
"255901","48","2090",,"false","1678",,,"NULL","2020-11-13 14:17:28.829363","2020-11-13 14:17:28.828928","ab6a0fb8-4320-4440-b0f1-a64ade61f743","31239"
"255901","49","2090",,"false","1679",,,"NULL","2020-11-13 14:17:28.840434","2020-11-13 14:17:28.839397","342ae2db-9263-4831-9faf-d24367cffac6","31240"
"255901","52","2090",,"false","1678",,,"NULL","2020-11-13 14:17:28.850882","2020-11-13 14:17:28.850378","e8b260a1-c804-4083-9b4a-578acae159ed","31242"
"255901","51","2091",,"false","1678",,,"NULL","2020-11-13 14:17:28.854710","2020-11-13 14:17:28.854079","5fa4b5df-994e-48cf-bdf1-c6cb847615cb","31243"
"255901","53","2090",,"false","1677",,,"NULL","2020-11-13 14:17:28.867840","2020-11-13 14:17:28.867245","28fdf25c-a9c6-44d5-8be3-2e4abe29c7b6","31244"
"255901","54","2090",,"false",,,,"NULL","2020-11-13 14:17:28.871412","2020-11-13 14:17:28.870813","63919947-d227-472f-ab50-2493e8d3384e","31245"
"255901","55","2091",,"false","1681",,,"NULL","2020-11-13 14:17:28.877788","2020-11-13 14:17:28.877421","a594b110-a976-49a2-b45f-0dace13c9ac4","31246"
"255901","56","2091",,"true","1677",,,"NULL","2020-11-13 14:17:28.883329","2020-11-13 14:17:28.882904","e23c3a28-e8e0-40f0-bf0a-6d1910747661","31247"
"255901","57","2090",,"false","1679",,,"NULL","2020-11-13 14:17:28.895159","2020-11-13 14:17:28.894594","efed5710-9ffd-42b3-a185-68e43cd5a407","31248"
"255901","58","2090",,"false","1679",,,"NULL","2020-11-13 14:17:28.899161","2020-11-13 14:17:28.898694","42505078-6b89-454a-8e3d-ff2d35d05d67","31249"
"255901","59","2090",,"true","1679",,,"NULL","2020-11-13 14:17:28.905379","2020-11-13 14:17:28.904406","8b3679ee-2abd-4987-a85a-f42c3a36a614","31250"
"255901","60","2091",,"true","1677",,,"NULL","2020-11-13 14:17:28.911272","2020-11-13 14:17:28.910756","46b2ef6a-32bb-4b9b-b5bd-f85d70cc0451","31251"
"255901","61","2090",,"false","1678",,,"NULL","2020-11-13 14:17:28.925681","2020-11-13 14:17:28.923213","93f0feb3-7e2e-446e-bfd7-a686dd64fe7d","31252"
"255901","63","2090",,"false","1681",,,"NULL","2020-11-13 14:17:28.935726","2020-11-13 14:17:28.935339","4ef08a6d-c167-4b96-a3a1-b9864756b979","31254"
"255901","64","2090",,"false","1680",,,"NULL","2020-11-13 14:17:28.939743","2020-11-13 14:17:28.939294","e9616c11-0819-479d-84e4-872bd0578ddb","31255"
"255901","65","2091",,"false","1677",,,"NULL","2020-11-13 14:17:28.960357","2020-11-13 14:17:28.959681","41c6ade5-f493-4726-8eaf-5ab03d95be3e","31256"
"255901","68","2090",,"true","1677",,,"NULL","2020-11-13 14:17:28.969465","2020-11-13 14:17:28.968954","6a87cdbf-d9f2-4316-b93f-b131c011b597","31258"
"255901","66","2091",,"true","1677",,,"NULL","2020-11-13 14:17:28.969812","2020-11-13 14:17:28.968988","2b7b2d2f-448c-4fa9-92e6-2b72a4a30c25","31259"
"255901","70","2091",,"true","1679",,,"NULL","2020-11-13 14:17:28.987138","2020-11-13 14:17:28.986806","01075a04-5b1e-4c41-bebe-36c07368d652","31261"
"255901","71","2090",,"false",,,,"NULL","2020-11-13 14:17:28.993819","2020-11-13 14:17:28.993472","913b50c3-2af9-49f1-8c19-407239dc7a61","31262"
"255901","72","2091",,"true","1677",,,"NULL","2020-11-13 14:17:29.008735","2020-11-13 14:17:29.008291","e448fb63-3976-420c-9d4d-0429404e49b8","31263"
"255901","73","2091",,"false","1681",,,"NULL","2020-11-13 14:17:29.009084","2020-11-13 14:17:29.008765","97bdc35d-27f7-4c0d-a119-e2de59f31429","31264"
"255901","77","2091",,"false","1678",,,"NULL","2020-11-13 14:17:29.030828","2020-11-13 14:17:29.030297","36e517f8-5ddf-4cab-88eb-efe158416944","31267"
"255901","79","2091",,"true","1680",,,"NULL","2020-11-13 14:17:29.031514","2020-11-13 14:17:29.031158","514abd17-300b-4bf7-8895-d1191598abe4","31268"
"255901","78","2091",,"false","1680",,,"NULL","2020-11-13 14:17:29.047396","2020-11-13 14:17:29.047072","9f434c45-aa79-4ca6-9353-e0e3c27e2520","31270"
"255901","80","2091",,"false","1679",,,"NULL","2020-11-13 14:17:29.054512","2020-11-13 14:17:29.054101","68e0303f-768b-497e-8928-92fc51cd8128","31271"
"255901","81","2091",,"true","1677",,,"NULL","2020-11-13 14:17:29.068144","2020-11-13 14:17:29.067797","89b1bfd2-890a-4805-a16b-2c441b4feb6c","31272"
"255901","83","2091",,"true","1677",,,"NULL","2020-11-13 14:17:29.072660","2020-11-13 14:17:29.072167","b57e2cd3-7ff0-4fea-9287-7a5e14edc1e2","31274"
"255901","84","2090",,"false","1679",,,"NULL","2020-11-13 14:17:29.080913","2020-11-13 14:17:29.080597","1604430e-7579-4fd7-a6c3-7cd26d37b886","31275"
"255901","85","2091",,"false","1677",,,"NULL","2020-11-13 14:17:29.091369","2020-11-13 14:17:29.090824","f7e74f2a-fe46-40fd-b153-873a1d454948","31276"
"255901","87","2090",,"true","1681",,,"NULL","2020-11-13 14:17:29.106793","2020-11-13 14:17:29.105312","4a1b48b6-6ae1-4dc6-b3e4-ad45a46c4de7","31278"
"255901","88","2090",,"false","1678",,,"NULL","2020-11-13 14:17:29.111833","2020-11-13 14:17:29.111263","1a6f86f5-bb4f-4cee-a958-a522f9a11440","31279"
"255901","89","2091",,"false","1677",,,"NULL","2020-11-13 14:17:29.120370","2020-11-13 14:17:29.119962","9a8b80c3-c479-4bb1-bc29-057affdd3bcf","31280"
"255901","91","2091",,"true","1679",,,"NULL","2020-11-13 14:17:29.133090","2020-11-13 14:17:29.132730","487ed2eb-06b1-428e-aee0-7956524e43cd","31282"
"255901","93","2090",,"false","1681",,,"NULL","2020-11-13 14:17:29.146474","2020-11-13 14:17:29.145998","475a1d96-947b-465e-b153-d3ddf01b35d0","31284"
"255901","94","2090",,"false","1678",,,"NULL","2020-11-13 14:17:29.147467","2020-11-13 14:17:29.147129","40e76fa6-6d91-4ea4-8f7e-3e7f99c313f5","31285"
"255901","95","2091",,"false","1680",,,"NULL","2020-11-13 14:17:29.160164","2020-11-13 14:17:29.159743","1aeef0e2-6705-46e3-b285-267c902babb2","31286"
"255901","96","2091",,"true","1681",,,"NULL","2020-11-13 14:17:29.165880","2020-11-13 14:17:29.165519","e6a75069-5a29-4e64-a483-3233d77e3261","31287"
"255901","97","2090",,"true","1679",,,"NULL","2020-11-13 14:17:29.171383","2020-11-13 14:17:29.171054","8f0915e6-c2c8-444d-856d-9e1b18524c94","31288"
"255901","98","2090",,"true","1677",,,"NULL","2020-11-13 14:17:29.173289","2020-11-13 14:17:29.172679","73924e10-b2e1-44a9-802d-89c0667310a3","31289"
"255901","100","2091",,"false","1679",,,"NULL","2020-11-13 14:17:29.190474","2020-11-13 14:17:29.190049","8325b053-ae80-4cd1-92e6-70390ca42ca3","31291"
"255901","101","2091",,"true","1679",,,"NULL","2020-11-13 14:17:29.195124","2020-11-13 14:17:29.194757","4bed8079-ff7a-476d-b073-ed59847917ef","31292"
"255901","103","2091",,"true","1678",,,"NULL","2020-11-13 14:17:29.212828","2020-11-13 14:17:29.212491","6e283ea0-cf1e-4979-8097-e1617d020954","31293"
"255901","105","2090",,"false","1680",,,"NULL","2020-11-13 14:17:29.217497","2020-11-13 14:17:29.217095","d3e45c05-99cd-488d-ab5d-af2907bd1d7e","31295"
"255901","102","2090",,"false","1677",,,"NULL","2020-11-13 14:17:29.229187","2020-11-13 14:17:29.228367","37ff6715-46ed-4a7b-b503-e93c0b77c350","31296"
"255901","107","2090",,"false","1677",,,"NULL","2020-11-13 14:17:29.241698","2020-11-13 14:17:29.241122","1f4babc6-0b05-4b2d-9aa1-97de9cbeef21","31298"
"255901","108","2090",,"false","1677",,,"NULL","2020-11-13 14:17:29.242823","2020-11-13 14:17:29.242551","f3515426-32b1-4e33-ba97-17fd830b45ef","31299"
"255901","111","2090",,"true","1677",,,"NULL","2020-11-13 14:17:29.269399","2020-11-13 14:17:29.269015","148d3dbc-bc09-45d7-a370-cc3132095b1c","31301"
"255901","114","2091",,"false","1681",,,"NULL","2020-11-13 14:17:29.296651","2020-11-13 14:17:29.296176","6ac20c43-253f-45de-bd2a-7a7911453d2c","31305"
"255901","117","2091",,"false","1681",,,"NULL","2020-11-13 14:17:29.319488","2020-11-13 14:17:29.318794","d6e3d734-3499-4428-a975-8cecb96066af","31308"
"255901","120","2090",,"true","1679",,,"NULL","2020-11-13 14:17:29.330721","2020-11-13 14:17:29.330417","d6cec8ea-9a96-4422-aa5d-65abecf8b1d4","31311"
"255901","124","2090",,"false","1681",,,"NULL","2020-11-13 14:17:29.356847","2020-11-13 14:17:29.356534","3cf9fe7b-c1ee-4453-a818-eb819cc7462c","31315"
"255901","128","2090",,"true","1677",,,"NULL","2020-11-13 14:17:29.385078","2020-11-13 14:17:29.384782","68beecc1-90ea-4a3c-850a-de0a5ab159a2","31319"
"255901","130","2091",,"false","1679",,,"NULL","2020-11-13 14:17:29.402195","2020-11-13 14:17:29.401849","bbc303f1-d439-483e-bf62-a35a9b4e63ee","31321"
"255901","132","2091",,"false","1679",,,"NULL","2020-11-13 14:17:29.409816","2020-11-13 14:17:29.409426","3d9943d0-d4b0-4ee5-8403-130bdb0b66cb","31323"
"255901","134","2090",,"true","1680",,,"NULL","2020-11-13 14:17:29.427562","2020-11-13 14:17:29.427054","2bc5efd8-5643-43d6-880d-346b9c1d7e29","31325"
"255901","136","2091",,"false","1680",,,"NULL","2020-11-13 14:17:29.435163","2020-11-13 14:17:29.434769","39ea994f-5a02-44cc-a35b-39b68597fa3a","31327"
