assessmentidentifier,identificationcode,namespace,assessmentitemcategorydescriptorid,maxrawscore,itemtext,correctresponse,expectedtimeassessed,nomenclature,assessmentitemuri,discriminator,createdate,lastmodifieddate,id,changeversion
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848492","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.304483","2020-11-13 14:16:17.304027","1faa82b9-fbd5-4829-8e7f-9dbcb2858b97","13353"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848493","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.308845","2020-11-13 14:16:17.308693","8c8504b3-91cb-45a0-9261-5e8f12418802","13354"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848495","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.312078","2020-11-13 14:16:17.311114","3b115592-86b8-4ad6-9a38-a512d5e80b03","13355"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850632","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.312197","2020-11-13 14:16:17.311970","dd65ee19-64ab-4e76-b0e9-c05b941e341f","13356"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850728","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.313435","2020-11-13 14:16:17.313273","9288b7ad-6434-4c24-b57a-725fad26b53f","13357"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850932","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.320108","2020-11-13 14:16:17.319906","2d4483fc-7e61-4a01-b11b-a06b5dd1730e","13358"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851446","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.321032","2020-11-13 14:16:17.320746","8ba801a0-ede7-440d-9b4b-5052efdf1697","13359"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851566","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.322531","2020-11-13 14:16:17.322037","73101a04-7f13-4442-95b5-ce16baf5fc23","13360"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851332","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.324279","2020-11-13 14:16:17.323976","f34499bf-7cfc-4042-b9b9-4834ddf7cc72","13361"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851990","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.328910","2020-11-13 14:16:17.328778","3880d78a-88a7-4094-8cf6-d3182f23da8d","13362"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852162","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.329519","2020-11-13 14:16:17.329407","9d799035-0554-468e-bcb2-8084059870bd","13363"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852312","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.330014","2020-11-13 14:16:17.329688","28e96e78-7bfc-4632-a915-5ff4edf91b8f","13364"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852692","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.335051","2020-11-13 14:16:17.334642","56282963-92af-44fb-87fe-ca09bfbb3502","13365"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852854","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.336367","2020-11-13 14:16:17.336143","e4569ba8-8b4f-4339-9ed7-77690c44f6a0","13366"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9856666","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.338032","2020-11-13 14:16:17.337840","b71f011f-919c-4d43-a6eb-467e85d6370d","13367"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9872514","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.338908","2020-11-13 14:16:17.338228","ffa6ea98-db93-41a6-ac8c-2b341e191082","13368"
"f3115910-9d0d-451c-b94f-e617657660f9","10850873","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.342993","2020-11-13 14:16:17.342659","4b25ce71-203a-4d0d-9564-f5d5b9670e2f","13369"
"f3115910-9d0d-451c-b94f-e617657660f9","10850875","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.344303","2020-11-13 14:16:17.344135","6ac7386e-889b-4e5f-a6d0-a957721ebfcb","13370"
"f3115910-9d0d-451c-b94f-e617657660f9","10850876","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.345948","2020-11-13 14:16:17.345819","ff931576-4aa5-4d5f-be64-be3272230497","13371"
"f3115910-9d0d-451c-b94f-e617657660f9","10850883","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.348516","2020-11-13 14:16:17.348289","4a99a16a-9bca-4b26-8e5a-bba7a83db7f8","13372"
"f3115910-9d0d-451c-b94f-e617657660f9","10850884","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.350883","2020-11-13 14:16:17.350760","84795f53-739b-4c69-8cad-19d391e2b9f8","13373"
"f3115910-9d0d-451c-b94f-e617657660f9","10850885","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.351892","2020-11-13 14:16:17.351784","8222a074-d0a3-4a8c-bc5f-677b3f07de8f","13374"
"f3115910-9d0d-451c-b94f-e617657660f9","10850887","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.356919","2020-11-13 14:16:17.356760","d73b2265-ae45-4964-ba43-4a9930769a66","13375"
"f3115910-9d0d-451c-b94f-e617657660f9","10850888","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.358173","2020-11-13 14:16:17.358030","454992a5-9ea5-401d-9169-9200a7befd7d","13376"
"f3115910-9d0d-451c-b94f-e617657660f9","10852127","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.361695","2020-11-13 14:16:17.361358","63325a7e-c82c-4e71-98a2-43723d9f2ea9","13377"
"f3115910-9d0d-451c-b94f-e617657660f9","10852741","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.364189","2020-11-13 14:16:17.363917","a93bc492-4471-4855-8e1c-504efb15a39d","13378"
"f3115910-9d0d-451c-b94f-e617657660f9","10853385","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.366668","2020-11-13 14:16:17.366438","b29c859f-c179-4df5-a3c2-20cdf9d8d60b","13379"
"f3115910-9d0d-451c-b94f-e617657660f9","11070026","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.366621","2020-11-13 14:16:17.366400","78a93896-12a3-431f-8ffa-38eb691f9b75","13380"
"f3115910-9d0d-451c-b94f-e617657660f9","11071856","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.370583","2020-11-13 14:16:17.370351","f915fd21-6bd6-4d60-acea-ee1d58d1d47f","13381"
"f3115910-9d0d-451c-b94f-e617657660f9","11073454","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.374505","2020-11-13 14:16:17.373471","f70e804a-9fa2-4a15-9a19-0bbc9a2557d9","13382"
"f3115910-9d0d-451c-b94f-e617657660f9","11074066","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.375098","2020-11-13 14:16:17.374331","40e21e91-b8ba-4f37-81e9-686a9b9b2921","13383"
"f3115910-9d0d-451c-b94f-e617657660f9","11074894","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.375204","2020-11-13 14:16:17.375006","bfb4be1d-54a1-47a5-8c53-fbe19069fc57","13384"
"f3115910-9d0d-451c-b94f-e617657660f9","11075388","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.381248","2020-11-13 14:16:17.380749","bedef634-262b-4d78-bf6a-9e8b482043fc","13385"
"f3115910-9d0d-451c-b94f-e617657660f9","11077068","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.381968","2020-11-13 14:16:17.381656","fa27de9f-93fe-4b6c-8c0e-dcd3ca6982f9","13386"
"f3115910-9d0d-451c-b94f-e617657660f9","11078526","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.383300","2020-11-13 14:16:17.383130","0cda790f-a752-4172-80e1-bee0d6edf307","13387"
"f3115910-9d0d-451c-b94f-e617657660f9","11087562","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.384135","2020-11-13 14:16:17.383988","5a0d66cf-ba58-4e0f-a3fa-552400ba7802","13388"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909950","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.397448","2020-11-13 14:16:17.397316","8eb9a918-70ec-4852-b716-cb879c28ab75","13393"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909966","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.436218","2020-11-13 14:16:17.436088","76cebf2c-fa93-454c-9e1d-e2a23e07e600","13409"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652091","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.575856","2020-11-13 14:16:17.575486","afd5b59d-6a60-4666-a784-2e0b599895f4","13452"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228742","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.585768","2020-11-13 14:16:17.585639","b9e78fbf-bc20-4c7d-a201-31f16a901d1e","13455"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228759","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.634558","2020-11-13 14:16:17.634370","f591e3da-9c6b-4abc-aef6-963f433e1939","13474"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863606","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.696893","2020-11-13 14:16:17.696739","e3f815fe-d564-4195-a918-e67b5c00b498","13499"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863608","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.845740","2020-11-13 14:16:17.845540","4034b70c-f0d1-4a3c-9e0e-403763cbbf22","13502"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863613","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.855050","2020-11-13 14:16:17.854775","af7226e5-658d-4550-b9f2-09666a48577b","13504"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279433","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.865109","2020-11-13 14:16:17.864870","05aa96eb-fd1c-41fa-9367-500a2db9bc5a","13508"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279437","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.874885","2020-11-13 14:16:17.874662","6bb64c97-089f-4d61-86c1-72cb19261a3c","13512"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279443","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.886220","2020-11-13 14:16:17.886071","46f82fd0-973f-427e-8e72-e8d8f4e0042e","13519"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279449","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.900035","2020-11-13 14:16:17.899870","1364657e-a0b1-4240-a795-b693dbd51e62","13524"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900333","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.919291","2020-11-13 14:16:17.919172","2e6fa8ab-e354-4d2b-b3dc-d144162e6f30","13531"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900338","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.929244","2020-11-13 14:16:17.929123","29738256-89ac-416f-8b1c-2569ef12d95a","13536"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900343","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:18.178923","2020-11-13 14:16:18.178776","bb0652aa-d36b-48f5-befb-3361192fdacc","13539"
"97e16cba-5fb0-438b-be0e-7f7fb6b591dc","9900347","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:18.188477","2020-11-13 14:16:18.188364","0fc64d96-3c0a-4dd4-942f-37c57fb23f5e","13544"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1427","uri://ed-fi.org/Assessment/Assessment.xml","165","1.00000","Compare the quantities (2/3)x(1/4) and (1/3)x(3/4).",,,,,"NULL","2020-11-13 14:16:18.218355","2020-11-13 14:16:18.218086","6c5e427d-2012-43bb-8c05-ae33111de85a","13556"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1433","uri://ed-fi.org/Assessment/Assessment.xml","175","1.00000","The sale price of an item on sale for 40% off is $48. What was the regular price?",,,,,"NULL","2020-11-13 14:16:18.228921","2020-11-13 14:16:18.228790","f0d7adb8-673a-4859-98a8-c5f35a45da0e","13560"
"MP-2013-Mathematics-Seventh grade","DBRDY_18_7_1437","uri://ed-fi.org/Assessment/Assessment.xml","175","1.00000","A one-quart container of oil costs $0.89. A case of 12 one-quart containers costs $8.64. How much is saved per container by buying the oil by the case?",,,,,"NULL","2020-11-13 14:16:18.238758","2020-11-13 14:16:18.238618","f3e65b00-0de4-43dc-852b-1bc6ede9bc09","13565"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909946","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.389224","2020-11-13 14:16:17.389083","021e351b-f097-4dec-b0d3-af04659c88c9","13389"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909951","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.398318","2020-11-13 14:16:17.398017","c5666956-f989-496b-b971-527b1d27e1b7","13394"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909960","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.416975","2020-11-13 14:16:17.416839","e1dca77a-82ab-404f-8abf-f5d29f7f7ea0","13403"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909963","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.428767","2020-11-13 14:16:17.428514","b7cd3220-1453-4f43-b443-f01d61f33ec4","13405"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909964","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.433410","2020-11-13 14:16:17.433287","e3330a57-064e-436c-a610-89a67b55ca18","13408"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909967","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.441882","2020-11-13 14:16:17.441746","3729c954-f535-435e-afd8-1360c90c0274","13410"
"39576404-04d2-4c06-a0e7-e2cb27968d01","9909971","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.450088","2020-11-13 14:16:17.449871","6edcdbdf-ce69-45c4-a1af-32e0e381c205","13414"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081545","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.458981","2020-11-13 14:16:17.458767","ade24aef-513e-4bb0-a944-952f322bfd5d","13418"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081550","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.468992","2020-11-13 14:16:17.468847","0b2b4542-92c0-4210-b713-cd0bf950c8c4","13422"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081553","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.475958","2020-11-13 14:16:17.475803","468f4621-eeff-41ea-9ddc-774717c17a7e","13425"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081556","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.517318","2020-11-13 14:16:17.517088","a034db75-6809-4162-9c40-50d5e83ecd5f","13428"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11081558","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.522176","2020-11-13 14:16:17.522026","12cc1b95-578d-4f53-a829-538e4023d97c","13431"
"f4863c33-6df0-41eb-9501-5ef2e46216c3","11088858","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.531146","2020-11-13 14:16:17.531022","310f4916-045a-413a-8b66-7830d9ac5c1e","13434"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652075","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.538050","2020-11-13 14:16:17.537609","00915af6-2e9c-4205-a724-6cb55d499d3b","13437"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652079","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.547409","2020-11-13 14:16:17.547240","98765a51-b345-4237-9369-ed2392e2c333","13441"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652082","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.556027","2020-11-13 14:16:17.555869","8a4f4e37-2454-44b0-9a10-b7d5cc7d6fb2","13444"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652086","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.565833","2020-11-13 14:16:17.565664","8a880290-b52f-4e05-9c2a-16e8042ea66f","13448"
"01774fa3-06f1-47fe-8801-c8b1e65057f2","9652089","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.574831","2020-11-13 14:16:17.574087","4d7d0391-32fe-42f5-803f-0e7fdcbff88c","13451"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228741","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.584710","2020-11-13 14:16:17.584541","74191ebc-7a43-449f-89ea-d7167922c435","13454"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228745","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.594225","2020-11-13 14:16:17.594075","24b1aa65-7595-4ed2-8791-4f3aa433b97e","13459"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228748","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.603791","2020-11-13 14:16:17.603636","5ed7b4d5-4daa-4d35-b1d4-182e7811a5d2","13462"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228751","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.610681","2020-11-13 14:16:17.610531","f9e63eee-e7f0-4c4f-9de1-c1e7697bf4a6","13464"
"19bcfe00-9c75-4d4f-ac2c-706e7479070f","11228754","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.619628","2020-11-13 14:16:17.619457","5534dff8-eda4-4877-ac27-78d5ae2905ac","13468"
"3e0e2cac-847b-4ddd-93ec-925826552447","0","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.633964","2020-11-13 14:16:17.633814","6621921f-93df-473f-8595-d9476095160e","13473"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275827","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.640058","2020-11-13 14:16:17.639835","145179a1-0a1a-4608-92c8-8c9553c41529","13476"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275832","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.650279","2020-11-13 14:16:17.650134","5b840824-494b-4305-97e9-0058b7d9699a","13481"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275834","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.657078","2020-11-13 14:16:17.656722","e7ad3eb6-99fb-4121-9156-b1efc17ed430","13483"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275837","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.665055","2020-11-13 14:16:17.664903","db2f88d4-651d-46d6-8535-0ca3bdc61892","13486"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275840","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.673068","2020-11-13 14:16:17.672806","82e2c10c-2365-4737-95c0-d813f760da75","13489"
"3e0e2cac-847b-4ddd-93ec-925826552447","11275845","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.684461","2020-11-13 14:16:17.684312","eacec81e-8d34-4aa3-9d7e-09cc4c1a2d9c","13494"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863604","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.695412","2020-11-13 14:16:17.695270","01e9efd4-548d-4d41-a56c-134cba2b45b8","13498"
"d128cfa6-b3df-430c-b671-c76d9822417d","9863609","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.845909","2020-11-13 14:16:17.845542","e5b4b8a8-81cb-483d-b9ff-ac85aabad9c0","13503"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279432","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.856897","2020-11-13 14:16:17.856716","522936f3-22ab-4243-8179-cae3291cd512","13506"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279436","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.867112","2020-11-13 14:16:17.866929","af5a629c-e18e-424e-92e1-bd096b89168d","13511"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279440","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.876610","2020-11-13 14:16:17.876453","fb359e02-f240-4867-9687-f487270f977f","13515"
"1a6a5d20-4758-4f45-848d-59f3f03ae425","11279442","uri://ed-fi.org/Assessment/Assessment.xml","164","1.00000",,,,,,"NULL","2020-11-13 14:16:17.884169","2020-11-13 14:16:17.884037","2f93cd10-7fcc-4ae5-8d58-7456b4a8f332","13516"
