educationorganizationid,gradepointaveragetypedescriptorid,schoolyear,studentusi,termdescriptorid,iscumulative,gradepointaveragevalue,maxgradepointaveragevalue,createdate
"255901001","963","2011","580","2330","true","4.0000",,"2020-11-13 14:21:15.196159"
"255901001","963","2011","581","2330","true","4.0000",,"2020-11-13 14:21:15.203838"
"255901001","963","2011","587","2330","true","4.0000",,"2020-11-13 14:21:15.208739"
"255901001","963","2011","588","2330","true","4.0000",,"2020-11-13 14:21:15.211068"
"255901001","963","2011","591","2330","true","4.0000",,"2020-11-13 14:21:15.211285"
"255901001","963","2011","597","2330","true","4.0000",,"2020-11-13 14:21:15.220417"
"255901001","963","2011","601","2330","true","4.0000",,"2020-11-13 14:21:15.224310"
"255901001","963","2011","602","2330","true","4.0000",,"2020-11-13 14:21:15.226181"
"255901001","963","2011","608","2330","true","4.0000",,"2020-11-13 14:21:15.228088"
"255901001","963","2011","607","2330","true","4.0000",,"2020-11-13 14:21:15.234911"
"255901001","963","2011","611","2330","true","4.0000",,"2020-11-13 14:21:15.238579"
"255901001","963","2011","612","2330","true","4.0000",,"2020-11-13 14:21:15.240319"
"255901001","963","2011","613","2330","true","4.0000",,"2020-11-13 14:21:15.240762"
"255901001","963","2011","615","2330","true","4.0000",,"2020-11-13 14:21:15.250204"
"255901001","963","2011","618","2330","true","4.0000",,"2020-11-13 14:21:15.251766"
"255901001","963","2011","619","2330","true","4.0000",,"2020-11-13 14:21:15.254111"
"255901001","963","2011","623","2330","true","4.0000",,"2020-11-13 14:21:15.256844"
"255901001","963","2011","624","2330","true","4.0000",,"2020-11-13 14:21:15.264180"
"255901001","963","2011","626","2330","true","4.0000",,"2020-11-13 14:21:15.266693"
"255901001","963","2011","627","2330","true","4.0000",,"2020-11-13 14:21:15.268092"
"255901001","963","2011","628","2330","true","4.0000",,"2020-11-13 14:21:15.272549"
"255901001","963","2011","631","2330","true","4.0000",,"2020-11-13 14:21:15.279799"
"255901001","963","2011","630","2330","true","4.0000",,"2020-11-13 14:21:15.279814"
"255901001","963","2011","635","2330","true","4.0000",,"2020-11-13 14:21:15.281163"
"255901001","963","2011","638","2330","true","4.0000",,"2020-11-13 14:21:15.288467"
"255901001","963","2011","636","2330","true","4.0000",,"2020-11-13 14:21:15.293786"
"255901001","963","2011","641","2330","true","4.0000",,"2020-11-13 14:21:15.293793"
"255901001","963","2011","652","2330","true","4.0000",,"2020-11-13 14:21:15.296516"
"255901001","963","2011","647","2330","true","4.0000",,"2020-11-13 14:21:15.303368"
"255901001","963","2011","649","2330","true","4.0000",,"2020-11-13 14:21:15.308695"
"255901001","963","2011","650","2330","true","4.0000",,"2020-11-13 14:21:15.309137"
"255901001","963","2011","655","2330","true","4.0000",,"2020-11-13 14:21:15.310340"
"255901001","963","2011","656","2330","true","4.0000",,"2020-11-13 14:21:15.318370"
"255901001","963","2011","657","2330","true","4.0000",,"2020-11-13 14:21:15.323218"
"255901001","963","2011","662","2330","true","4.0000",,"2020-11-13 14:21:15.323516"
"255901001","963","2011","663","2330","true","4.0000",,"2020-11-13 14:21:15.323744"
"255901001","963","2011","666","2330","true","4.0000",,"2020-11-13 14:21:15.334963"
"255901001","963","2011","668","2330","true","4.0000",,"2020-11-13 14:21:15.340122"
"255901001","963","2011","674","2330","true","4.0000",,"2020-11-13 14:21:15.340267"
"255901001","963","2011","680","2330","true","4.0000",,"2020-11-13 14:21:15.340224"
"255901001","963","2011","684","2330","true","4.0000",,"2020-11-13 14:21:15.349995"
"255901001","963","2011","689","2330","true","4.0000",,"2020-11-13 14:21:15.353690"
"255901001","963","2011","692","2330","true","4.0000",,"2020-11-13 14:21:15.365446"
"255901001","963","2011","698","2330","true","4.0000",,"2020-11-13 14:21:15.369861"
"255901001","963","2011","707","2330","true","4.0000",,"2020-11-13 14:21:15.382126"
"255901001","963","2011","710","2330","true","4.0000",,"2020-11-13 14:21:15.395563"
"255901001","963","2011","717","2330","true","4.0000",,"2020-11-13 14:21:15.400695"
"255901001","963","2011","719","2330","true","4.0000",,"2020-11-13 14:21:15.410583"
"255901001","963","2011","729","2330","true","4.0000",,"2020-11-13 14:21:15.416855"
"255901001","963","2011","733","2330","true","4.0000",,"2020-11-13 14:21:15.425716"
"255901001","963","2011","747","2330","true","4.0000",,"2020-11-13 14:21:15.441503"
"255901001","963","2011","768","2330","true","4.0000",,"2020-11-13 14:21:15.458824"
"255901001","963","2011","781","2330","true","4.0000",,"2020-11-13 14:21:15.469701"
"255901001","963","2011","789","2330","true","4.0000",,"2020-11-13 14:21:15.480692"
"255901001","963","2011","792","2330","true","4.0000",,"2020-11-13 14:21:15.486726"
"255901001","963","2011","794","2330","true","4.0000",,"2020-11-13 14:21:15.496082"
"255901001","963","2011","805","2330","true","4.0000",,"2020-11-13 14:21:15.502900"
"255901001","963","2011","808","2330","true","4.0000",,"2020-11-13 14:21:15.511521"
"255901001","963","2011","817","2330","true","4.0000",,"2020-11-13 14:21:15.518752"
"255901001","963","2011","818","2330","true","4.0000",,"2020-11-13 14:21:15.525397"
"255901001","963","2011","833","2330","true","4.0000",,"2020-11-13 14:21:15.541814"
"255901001","963","2011","841","2330","true","4.0000",,"2020-11-13 14:21:15.552117"
"255901001","963","2011","846","2330","true","4.0000",,"2020-11-13 14:21:15.567756"
"255901001","963","2011","870","2330","true","4.0000",,"2020-11-13 14:21:15.581640"
"255901001","963","2011","875","2330","true","4.0000",,"2020-11-13 14:21:15.595609"
"255901001","963","2011","895","2330","true","4.0000",,"2020-11-13 14:21:15.610026"
"255901001","963","2011","900","2330","true","4.0000",,"2020-11-13 14:21:15.626668"
"255901001","963","2011","912","2330","true","4.0000",,"2020-11-13 14:21:15.642672"
"255901001","963","2011","919","2330","true","4.0000",,"2020-11-13 14:21:15.656779"
"255901001","963","2011","930","2330","true","4.0000",,"2020-11-13 14:21:15.670931"
"255901001","963","2011","936","2330","true","4.0000",,"2020-11-13 14:21:15.685414"
"255901001","963","2011","957","2330","true","4.0000",,"2020-11-13 14:21:15.700897"
"255901001","963","2012","1","2330","true","4.0000",,"2020-11-13 14:21:15.716802"
"255901001","963","2012","15","2330","true","4.0000",,"2020-11-13 14:21:15.731100"
"255901001","963","2012","30","2330","true","4.0000",,"2020-11-13 14:21:15.736736"
"255901001","963","2012","43","2330","true","4.0000",,"2020-11-13 14:21:15.750794"
"255901001","963","2012","53","2330","true","4.0000",,"2020-11-13 14:21:15.767604"
"255901001","963","2012","60","2330","true","4.0000",,"2020-11-13 14:21:15.775731"
"255901001","963","2012","63","2330","true","4.0000",,"2020-11-13 14:21:15.781209"
"255901001","963","2012","66","2330","true","4.0000",,"2020-11-13 14:21:15.791130"
"255901001","963","2012","77","2330","true","4.0000",,"2020-11-13 14:21:15.797251"
"255901001","963","2012","87","2330","true","4.0000",,"2020-11-13 14:21:15.812929"
"255901001","963","2012","95","2330","true","4.0000",,"2020-11-13 14:21:15.820829"
"255901001","963","2012","104","2330","true","4.0000",,"2020-11-13 14:21:15.826823"
"255901001","963","2012","108","2330","true","4.0000",,"2020-11-13 14:21:15.835286"
"255901001","963","2012","115","2330","true","4.0000",,"2020-11-13 14:21:15.841116"
"255901001","963","2012","127","2330","true","4.0000",,"2020-11-13 14:21:15.852143"
"255901001","963","2012","135","2330","true","4.0000",,"2020-11-13 14:21:15.858230"
"255901001","963","2012","142","2330","true","4.0000",,"2020-11-13 14:21:15.868393"
"255901001","963","2012","163","2330","true","4.0000",,"2020-11-13 14:21:15.886235"
"255901001","963","2012","172","2330","true","4.0000",,"2020-11-13 14:21:15.901694"
"255901001","963","2012","179","2330","true","4.0000",,"2020-11-13 14:21:15.905490"
"255901001","963","2012","188","2330","true","4.0000",,"2020-11-13 14:21:15.911577"
"255901001","963","2012","193","2330","true","4.0000",,"2020-11-13 14:21:15.916616"
"255901001","963","2012","199","2330","true","4.0000",,"2020-11-13 14:21:15.921821"
"255901001","963","2012","209","2330","true","4.0000",,"2020-11-13 14:21:15.931458"
"255901001","963","2012","215","2330","true","4.0000",,"2020-11-13 14:21:15.935946"
"255901001","963","2012","224","2330","true","4.0000",,"2020-11-13 14:21:15.950843"
"255901001","963","2012","226","2330","true","4.0000",,"2020-11-13 14:21:15.963057"
"255901001","963","2012","243","2330","true","4.0000",,"2020-11-13 14:21:15.978308"
"255901001","963","2012","263","2330","true","4.0000",,"2020-11-13 14:21:15.991850"
"255901001","963","2012","268","2330","true","4.0000",,"2020-11-13 14:21:16.002621"
"255901001","963","2012","273","2330","true","4.0000",,"2020-11-13 14:21:16.011065"
"255901001","963","2012","275","2330","true","4.0000",,"2020-11-13 14:21:16.017872"
"255901001","963","2012","295","2330","true","4.0000",,"2020-11-13 14:21:16.032322"
"255901001","963","2012","300","2330","true","4.0000",,"2020-11-13 14:21:16.038393"
"255901001","963","2012","301","2330","true","4.0000",,"2020-11-13 14:21:16.044649"
"255901001","963","2012","314","2330","true","4.0000",,"2020-11-13 14:21:16.060162"
"255901001","963","2012","315","2330","true","4.0000",,"2020-11-13 14:21:16.065342"
"255901001","963","2012","326","2330","true","4.0000",,"2020-11-13 14:21:16.077952"
"255901001","963","2012","347","2330","true","4.0000",,"2020-11-13 14:21:16.092814"
"255901001","963","2012","353","2330","true","4.0000",,"2020-11-13 14:21:16.102955"
"255901001","963","2012","363","2330","true","4.0000",,"2020-11-13 14:21:16.114562"
"255901001","963","2012","367","2330","true","4.0000",,"2020-11-13 14:21:16.118825"
"255901001","963","2012","376","2330","true","4.0000",,"2020-11-13 14:21:16.128498"
"255901001","963","2012","384","2330","true","4.0000",,"2020-11-13 14:21:16.135920"
"255901001","963","2012","387","2330","true","4.0000",,"2020-11-13 14:21:16.142709"
"255901001","963","2012","392","2330","true","4.0000",,"2020-11-13 14:21:16.151630"
"255901001","963","2012","394","2330","true","4.0000",,"2020-11-13 14:21:16.158513"
"255901044","963","2011","406","2330","true","4.0000",,"2020-11-13 14:21:16.173446"
"255901044","963","2011","432","2330","true","4.0000",,"2020-11-13 14:21:16.187820"
"255901044","963","2011","438","2330","true","4.0000",,"2020-11-13 14:21:16.191831"
"255901044","963","2011","459","2330","true","4.0000",,"2020-11-13 14:21:16.202872"
"255901044","963","2011","461","2330","true","4.0000",,"2020-11-13 14:21:16.214474"
"255901044","963","2011","497","2330","true","4.0000",,"2020-11-13 14:21:16.228301"
"255901044","963","2011","507","2330","true","4.0000",,"2020-11-13 14:21:16.242094"
"255901044","963","2011","524","2330","true","4.0000",,"2020-11-13 14:21:16.256330"
"255901044","963","2011","534","2330","true","4.0000",,"2020-11-13 14:21:16.273974"
"255901044","963","2011","551","2330","true","4.0000",,"2020-11-13 14:21:16.286663"
"255901044","963","2011","562","2330","true","4.0000",,"2020-11-13 14:21:16.291751"
"255901044","963","2011","563","2330","true","4.0000",,"2020-11-13 14:21:16.302645"
"255901044","963","2011","572","2330","true","4.0000",,"2020-11-13 14:21:16.306653"
"255901044","963","2011","579","2330","true","4.0000",,"2020-11-13 14:21:16.317051"
"255901044","963","2011","593","2330","true","4.0000",,"2020-11-13 14:21:16.331133"
"255901044","963","2011","595","2330","true","4.0000",,"2020-11-13 14:21:16.334112"
"255901044","963","2011","600","2330","true","4.0000",,"2020-11-13 14:21:16.345069"
"255901044","963","2011","614","2330","true","4.0000",,"2020-11-13 14:21:16.359268"
"255901044","963","2011","625","2330","true","4.0000",,"2020-11-13 14:21:16.362859"
"255901044","963","2011","629","2330","true","4.0000",,"2020-11-13 14:21:16.372999"
"255901044","963","2011","642","2330","true","4.0000",,"2020-11-13 14:21:16.389692"
"255901044","963","2011","667","2330","true","4.0000",,"2020-11-13 14:21:16.403744"
"255901044","963","2011","678","2330","true","4.0000",,"2020-11-13 14:21:16.418362"
"255901044","963","2011","700","2330","true","4.0000",,"2020-11-13 14:21:16.433069"
"255901044","963","2011","706","2330","true","4.0000",,"2020-11-13 14:21:16.437183"
"255901044","963","2011","718","2330","true","4.0000",,"2020-11-13 14:21:16.446804"
"255901044","963","2011","737","2330","true","4.0000",,"2020-11-13 14:21:16.451809"
"255901044","963","2011","746","2330","true","4.0000",,"2020-11-13 14:21:16.711664"
"255901044","963","2011","763","2330","true","4.0000",,"2020-11-13 14:21:16.727558"
"255901001","963","2011","688","2330","true","4.0000",,"2020-11-13 14:21:15.354589"
"255901001","963","2011","696","2330","true","4.0000",,"2020-11-13 14:21:15.369751"
"255901001","963","2011","708","2330","true","4.0000",,"2020-11-13 14:21:15.382703"
"255901001","963","2011","715","2330","true","4.0000",,"2020-11-13 14:21:15.397136"
"255901001","963","2011","728","2330","true","4.0000",,"2020-11-13 14:21:15.410735"
"255901001","963","2011","730","2330","true","4.0000",,"2020-11-13 14:21:15.425546"
"255901001","963","2011","756","2330","true","4.0000",,"2020-11-13 14:21:15.445455"
"255901001","963","2011","767","2330","true","4.0000",,"2020-11-13 14:21:15.455510"
"255901001","963","2011","783","2330","true","4.0000",,"2020-11-13 14:21:15.471354"
"255901001","963","2011","791","2330","true","4.0000",,"2020-11-13 14:21:15.483652"
"255901001","963","2011","802","2330","true","4.0000",,"2020-11-13 14:21:15.497262"
"255901001","963","2011","806","2330","true","4.0000",,"2020-11-13 14:21:15.511464"
"255901001","963","2011","824","2330","true","4.0000",,"2020-11-13 14:21:15.526895"
"255901001","963","2011","838","2330","true","4.0000",,"2020-11-13 14:21:15.543501"
"255901001","963","2011","864","2330","true","4.0000",,"2020-11-13 14:21:15.568779"
"255901001","963","2011","874","2330","true","4.0000",,"2020-11-13 14:21:15.582867"
"255901001","963","2011","879","2330","true","4.0000",,"2020-11-13 14:21:15.596243"
"255901001","963","2011","897","2330","true","4.0000",,"2020-11-13 14:21:15.610334"
"255901001","963","2011","901","2330","true","4.0000",,"2020-11-13 14:21:15.626757"
"255901001","963","2011","911","2330","true","4.0000",,"2020-11-13 14:21:15.642694"
"255901001","963","2011","929","2330","true","4.0000",,"2020-11-13 14:21:15.657926"
"255901001","963","2011","934","2330","true","4.0000",,"2020-11-13 14:21:15.672953"
"255901001","963","2011","954","2330","true","4.0000",,"2020-11-13 14:21:15.687593"
"255901001","963","2012","2","2330","true","4.0000",,"2020-11-13 14:21:15.704043"
"255901001","963","2012","12","2330","true","4.0000",,"2020-11-13 14:21:15.719906"
"255901001","963","2012","27","2330","true","4.0000",,"2020-11-13 14:21:15.733490"
"255901001","963","2012","47","2330","true","4.0000",,"2020-11-13 14:21:15.762157"
"255901001","963","2012","72","2330","true","4.0000",,"2020-11-13 14:21:15.791286"
"255901001","963","2012","78","2330","true","4.0000",,"2020-11-13 14:21:15.807020"
"255901001","963","2012","85","2330","true","4.0000",,"2020-11-13 14:21:15.811548"
"255901001","963","2012","98","2330","true","4.0000",,"2020-11-13 14:21:15.822336"
"255901001","963","2012","114","2330","true","4.0000",,"2020-11-13 14:21:15.836609"
"255901001","963","2012","136","2330","true","4.0000",,"2020-11-13 14:21:15.859963"
"255901001","963","2012","149","2330","true","4.0000",,"2020-11-13 14:21:15.875232"
"255901001","963","2012","154","2330","true","4.0000",,"2020-11-13 14:21:15.880878"
"255901001","963","2012","206","2330","true","4.0000",,"2020-11-13 14:21:15.928145"
"255901001","963","2012","211","2330","true","4.0000",,"2020-11-13 14:21:15.933074"
"255901001","963","2012","222","2330","true","4.0000",,"2020-11-13 14:21:15.945623"
"255901001","963","2012","233","2330","true","4.0000",,"2020-11-13 14:21:15.966537"
"255901001","963","2012","234","2330","true","4.0000",,"2020-11-13 14:21:15.973633"
"255901001","963","2012","246","2330","true","4.0000",,"2020-11-13 14:21:15.981100"
"255901001","963","2012","252","2330","true","4.0000",,"2020-11-13 14:21:15.988381"
"255901001","963","2012","264","2330","true","4.0000",,"2020-11-13 14:21:15.994869"
"255901001","963","2012","283","2330","true","4.0000",,"2020-11-13 14:21:16.021032"
"255901001","963","2012","285","2330","true","4.0000",,"2020-11-13 14:21:16.028895"
"255901001","963","2012","304","2330","true","4.0000",,"2020-11-13 14:21:16.047892"
"255901001","963","2012","343","2330","true","4.0000",,"2020-11-13 14:21:16.088176"
"255901001","963","2012","356","2330","true","4.0000",,"2020-11-13 14:21:16.102978"
"255901001","963","2012","368","2330","true","4.0000",,"2020-11-13 14:21:16.115862"
"255901001","963","2012","379","2330","true","4.0000",,"2020-11-13 14:21:16.128563"
"255901001","963","2012","390","2330","true","4.0000",,"2020-11-13 14:21:16.144795"
"255901001","963","2012","396","2330","true","4.0000",,"2020-11-13 14:21:16.159609"
"255901044","963","2011","403","2330","true","4.0000",,"2020-11-13 14:21:16.169144"
"255901044","963","2011","419","2330","true","4.0000",,"2020-11-13 14:21:16.176943"
"255901044","963","2011","424","2330","true","4.0000",,"2020-11-13 14:21:16.183986"
"255901044","963","2011","448","2330","true","4.0000",,"2020-11-13 14:21:16.202170"
"255901044","963","2011","495","2330","true","4.0000",,"2020-11-13 14:21:16.216561"
"255901044","963","2011","500","2330","true","4.0000",,"2020-11-13 14:21:16.230054"
"255901044","963","2011","521","2330","true","4.0000",,"2020-11-13 14:21:16.243548"
"255901044","963","2011","523","2330","true","4.0000",,"2020-11-13 14:21:16.256147"
"255901044","963","2011","546","2330","true","4.0000",,"2020-11-13 14:21:16.273720"
"255901044","963","2011","559","2330","true","4.0000",,"2020-11-13 14:21:16.291399"
"255901044","963","2011","569","2330","true","4.0000",,"2020-11-13 14:21:16.304778"
"255901044","963","2011","575","2330","true","4.0000",,"2020-11-13 14:21:16.316782"
"255901044","963","2011","598","2330","true","4.0000",,"2020-11-13 14:21:16.333297"
"255901044","963","2011","605","2330","true","4.0000",,"2020-11-13 14:21:16.347000"
"255901044","963","2011","620","2330","true","4.0000",,"2020-11-13 14:21:16.360773"
"255901044","963","2011","633","2330","true","4.0000",,"2020-11-13 14:21:16.374326"
"255901044","963","2011","645","2330","true","4.0000",,"2020-11-13 14:21:16.391242"
"255901044","963","2011","679","2330","true","4.0000",,"2020-11-13 14:21:16.406412"
"255901044","963","2011","682","2330","true","4.0000",,"2020-11-13 14:21:16.419601"
"255901044","963","2011","685","2330","true","4.0000",,"2020-11-13 14:21:16.433140"
"255901044","963","2011","738","2330","true","4.0000",,"2020-11-13 14:21:16.464357"
"255901044","963","2011","760","2330","true","4.0000",,"2020-11-13 14:21:16.712698"
"255901044","963","2011","778","2330","true","4.0000",,"2020-11-13 14:21:16.730155"
"255901044","963","2011","784","2330","true","4.0000",,"2020-11-13 14:21:16.743139"
"255901044","963","2011","799","2330","true","4.0000",,"2020-11-13 14:21:16.994684"
"255901044","963","2011","826","2330","true","4.0000",,"2020-11-13 14:21:17.010286"
"255901044","963","2011","830","2330","true","4.0000",,"2020-11-13 14:21:17.023457"
"255901044","963","2011","849","2330","true","4.0000",,"2020-11-13 14:21:17.039795"
"255901044","963","2011","859","2330","true","4.0000",,"2020-11-13 14:21:17.053602"
"255901044","963","2011","889","2330","true","4.0000",,"2020-11-13 14:21:17.069634"
"255901044","963","2011","894","2330","true","4.0000",,"2020-11-13 14:21:17.082283"
"255901044","963","2011","917","2330","true","4.0000",,"2020-11-13 14:21:17.097913"
"255901044","963","2011","925","2330","true","4.0000",,"2020-11-13 14:21:17.110539"
"255901044","963","2011","947","2330","true","4.0000",,"2020-11-13 14:21:17.126097"
"255901044","963","2012","7","2330","true","4.0000",,"2020-11-13 14:21:17.153871"
"255901044","963","2012","26","2330","true","4.0000",,"2020-11-13 14:21:17.169667"
"255901044","963","2012","41","2330","true","4.0000",,"2020-11-13 14:21:17.184337"
"255901044","963","2012","90","2330","true","4.0000",,"2020-11-13 14:21:17.216904"
"255901044","963","2012","93","2330","true","4.0000",,"2020-11-13 14:21:17.221759"
"255901044","963","2012","141","2330","true","4.0000",,"2020-11-13 14:21:17.264938"
"255901044","963","2012","180","2330","true","4.0000",,"2020-11-13 14:21:17.291383"
"255901044","963","2012","189","2330","true","4.0000",,"2020-11-13 14:21:17.307576"
"255901044","963","2012","214","2330","true","4.0000",,"2020-11-13 14:21:17.322943"
"255901044","963","2012","217","2330","true","4.0000",,"2020-11-13 14:21:17.330490"
"255901044","963","2012","240","2330","true","4.0000",,"2020-11-13 14:21:17.348247"
"255901044","963","2012","248","2330","true","4.0000",,"2020-11-13 14:21:17.363902"
"255901044","963","2012","256","2330","true","4.0000",,"2020-11-13 14:21:17.377702"
"255901044","963","2012","265","2330","true","4.0000",,"2020-11-13 14:21:17.390549"
"255901044","963","2012","288","2330","true","4.0000",,"2020-11-13 14:21:17.404633"
"255901044","963","2012","293","2330","true","4.0000",,"2020-11-13 14:21:17.417766"
"255901044","963","2012","298","2330","true","4.0000",,"2020-11-13 14:21:17.432812"
"255901044","963","2012","339","2330","true","4.0000",,"2020-11-13 14:21:17.447865"
"255901044","963","2012","342","2330","true","4.0000",,"2020-11-13 14:21:17.460733"
"255901044","963","2012","352","2330","true","4.0000",,"2020-11-13 14:21:17.466166"
"255901044","963","2012","364","2330","true","4.0000",,"2020-11-13 14:21:17.481198"
"255901001","963","2011","691","2330","true","4.0000",,"2020-11-13 14:21:15.355157"
"255901001","963","2011","697","2330","true","4.0000",,"2020-11-13 14:21:15.367825"
"255901001","963","2011","703","2330","true","4.0000",,"2020-11-13 14:21:15.380459"
"255901001","963","2011","709","2330","true","4.0000",,"2020-11-13 14:21:15.385478"
"255901001","963","2011","720","2330","true","4.0000",,"2020-11-13 14:21:15.411530"
"255901001","963","2011","735","2330","true","4.0000",,"2020-11-13 14:21:15.425672"
"255901001","963","2011","736","2330","true","4.0000",,"2020-11-13 14:21:15.438399"
"255901001","963","2011","748","2330","true","4.0000",,"2020-11-13 14:21:15.444711"
"255901001","963","2011","761","2330","true","4.0000",,"2020-11-13 14:21:15.454251"
"255901001","963","2011","770","2330","true","4.0000",,"2020-11-13 14:21:15.464961"
"255901001","963","2011","774","2330","true","4.0000",,"2020-11-13 14:21:15.469365"
"255901001","963","2011","790","2330","true","4.0000",,"2020-11-13 14:21:15.483695"
"255901001","963","2011","800","2330","true","4.0000",,"2020-11-13 14:21:15.496568"
"255901001","963","2011","809","2330","true","4.0000",,"2020-11-13 14:21:15.511473"
