begindate,gradetypedescriptorid,gradingperioddescriptorid,gradingperiodschoolyear,gradingperiodsequence,learningstandardid,localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,studentusi,lettergradeearned,numericgradeearned,diagnosticstatement,performancebaseconversiondescriptorid,createdate
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","154",,"93.00",,,"2020-11-13 14:18:26.269806"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","195",,"93.00",,,"2020-11-13 14:18:26.270193"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","211",,"77.00",,,"2020-11-13 14:18:26.272059"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","222",,"69.00",,,"2020-11-13 14:18:26.279839"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","223",,"74.00",,,"2020-11-13 14:18:26.280660"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","227",,"83.00",,,"2020-11-13 14:18:26.281637"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","268",,"62.00",,,"2020-11-13 14:18:26.283329"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","309",,"70.00",,,"2020-11-13 14:18:26.290950"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","304",,"70.00",,,"2020-11-13 14:18:26.291182"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","315",,"98.00",,,"2020-11-13 14:18:26.292559"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","314",,"61.00",,,"2020-11-13 14:18:26.293512"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100102Trad220ALG112011","2010-2011 Fall Semester","328",,"89.00",,,"2020-11-13 14:18:26.301318"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","353",,"85.00",,,"2020-11-13 14:18:26.302592"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","422",,"69.00",,,"2020-11-13 14:18:26.304632"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","437",,"43.00",,,"2020-11-13 14:18:26.304575"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","443",,"69.00",,,"2020-11-13 14:18:26.313326"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","442",,"84.00",,,"2020-11-13 14:18:26.313363"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","456",,"99.00",,,"2020-11-13 14:18:26.315497"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","483",,"70.00",,,"2020-11-13 14:18:26.318105"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","489",,"94.00",,,"2020-11-13 14:18:26.324335"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","496",,"87.00",,,"2020-11-13 14:18:26.325575"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","498",,"69.00",,,"2020-11-13 14:18:26.326143"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","508",,"65.00",,,"2020-11-13 14:18:26.331146"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","512",,"79.00",,,"2020-11-13 14:18:26.336184"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","520",,"100.00",,,"2020-11-13 14:18:26.337448"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","513",,"77.00",,,"2020-11-13 14:18:26.337513"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","526",,"61.00",,,"2020-11-13 14:18:26.343569"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","529",,"79.00",,,"2020-11-13 14:18:26.347976"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","550",,"68.00",,,"2020-11-13 14:18:26.349192"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","531",,"93.00",,,"2020-11-13 14:18:26.349296"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","554",,"62.00",,,"2020-11-13 14:18:26.357024"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","570",,"73.00",,,"2020-11-13 14:18:26.359352"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","571",,"88.00",,,"2020-11-13 14:18:26.360020"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","573",,"74.00",,,"2020-11-13 14:18:26.365812"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","588",,"82.00",,,"2020-11-13 14:18:26.369856"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","627",,"86.00",,,"2020-11-13 14:18:26.370733"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100103Trad220ALG112011","2010-2011 Fall Semester","628",,"97.00",,,"2020-11-13 14:18:26.372574"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","635",,"81.00",,,"2020-11-13 14:18:26.377794"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","663",,"72.00",,,"2020-11-13 14:18:26.391709"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","696",,"79.00",,,"2020-11-13 14:18:26.407309"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","761",,"78.00",,,"2020-11-13 14:18:26.421665"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","817",,"74.00",,,"2020-11-13 14:18:26.435293"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","843",,"99.00",,,"2020-11-13 14:18:26.445762"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","879",,"98.00",,,"2020-11-13 14:18:26.455403"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","916",,"85.00",,,"2020-11-13 14:18:26.459191"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","957",,"73.00",,,"2020-11-13 14:18:26.472119"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100105Trad220ALG212011","2010-2011 Fall Semester","60",,"97.00",,,"2020-11-13 14:18:26.483432"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100105Trad220ALG212011","2010-2011 Fall Semester","87",,"66.00",,,"2020-11-13 14:18:26.495481"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100105Trad220ALG212011","2010-2011 Fall Semester","163",,"60.00",,,"2020-11-13 14:18:26.508078"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100105Trad220ALG212011","2010-2011 Fall Semester","234",,"54.00",,,"2020-11-13 14:18:26.519439"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100105Trad220ALG212011","2010-2011 Fall Semester","270",,"67.00",,,"2020-11-13 14:18:26.531240"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100105Trad220ALG212011","2010-2011 Fall Semester","300",,"77.00",,,"2020-11-13 14:18:26.542281"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100106Trad220ALG212011","2010-2011 Fall Semester","356",,"83.00",,,"2020-11-13 14:18:26.550700"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100106Trad220ALG212011","2010-2011 Fall Semester","402",,"77.00",,,"2020-11-13 14:18:26.562570"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100106Trad220ALG212011","2010-2011 Fall Semester","435",,"51.00",,,"2020-11-13 14:18:26.577380"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100106Trad220ALG212011","2010-2011 Fall Semester","445",,"94.00",,,"2020-11-13 14:18:26.588918"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100106Trad220ALG212011","2010-2011 Fall Semester","476",,"94.00",,,"2020-11-13 14:18:26.601708"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100106Trad220ALG212011","2010-2011 Fall Semester","540",,"97.00",,,"2020-11-13 14:18:26.614028"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100106Trad220ALG212011","2010-2011 Fall Semester","587",,"77.00",,,"2020-11-13 14:18:26.625112"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100107Trad220ALG212011","2010-2011 Fall Semester","717",,"100.00",,,"2020-11-13 14:18:26.648416"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100107Trad220ALG212011","2010-2011 Fall Semester","768",,"31.00",,,"2020-11-13 14:18:26.659642"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100107Trad220ALG212011","2010-2011 Fall Semester","932",,"83.00",,,"2020-11-13 14:18:26.700494"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","2",,"97.00",,,"2020-11-13 14:18:29.699717"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","27",,"76.00",,,"2020-11-13 14:18:29.942277"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","118",,"72.00",,,"2020-11-13 14:18:29.965073"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","195",,"62.00",,,"2020-11-13 14:18:29.982958"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","222",,"80.00",,,"2020-11-13 14:18:29.987422"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","309",,"63.00",,,"2020-11-13 14:18:30.006277"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100104Trad222BIO12011","2010-2011 Fall Semester","353",,"72.00",,,"2020-11-13 14:18:30.021226"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100104Trad222BIO12011","2010-2011 Fall Semester","483",,"98.00",,,"2020-11-13 14:18:30.035145"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100104Trad222BIO12011","2010-2011 Fall Semester","508",,"82.00",,,"2020-11-13 14:18:30.047091"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100104Trad222BIO12011","2010-2011 Fall Semester","520",,"79.00",,,"2020-11-13 14:18:30.058454"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100104Trad222BIO12011","2010-2011 Fall Semester","550",,"75.00",,,"2020-11-13 14:18:30.070935"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100104Trad222BIO12011","2010-2011 Fall Semester","571",,"33.00",,,"2020-11-13 14:18:30.080064"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100104Trad222BIO12011","2010-2011 Fall Semester","628",,"100.00",,,"2020-11-13 14:18:30.090911"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100105Trad222BIO12011","2010-2011 Fall Semester","662",,"65.00",,,"2020-11-13 14:18:30.103395"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100105Trad222BIO12011","2010-2011 Fall Semester","666",,"78.00",,,"2020-11-13 14:18:30.113411"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100105Trad222BIO12011","2010-2011 Fall Semester","879",,"100.00",,,"2020-11-13 14:18:30.163600"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100105Trad222BIO12011","2010-2011 Fall Semester","957",,"81.00",,,"2020-11-13 14:18:30.182347"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad105ELA0212011","2010-2011 Fall Semester","29",,"67.00",,,"2020-11-13 14:18:31.366915"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad105ELA0212011","2010-2011 Fall Semester","59",,"92.00",,,"2020-11-13 14:18:31.379709"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad105ELA0212011","2010-2011 Fall Semester","112",,"92.00",,,"2020-11-13 14:18:31.393491"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad105ELA0212011","2010-2011 Fall Semester","139",,"34.00",,,"2020-11-13 14:18:31.493946"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","174",,"84.00",,,"2020-11-13 14:18:31.506451"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","279",,"95.00",,,"2020-11-13 14:18:31.520164"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","307",,"76.00",,,"2020-11-13 14:18:31.531699"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","361",,"74.00",,,"2020-11-13 14:18:31.544686"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","641",,"77.00",,,"2020-11-13 14:18:26.381119"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","666",,"97.00",,,"2020-11-13 14:18:26.393133"
"2010-08-23","966","977","2011","1","111.32.NA.A.1.D","ALG-1","255901001","2011","25590100104Trad220ALG112011","2010-2011 Fall Semester","841",,"62.00",,,"2020-11-13 14:18:26.445518"
"2010-08-23","966","977","2011","1","111.33.b.2A.2.B","ALG-2","255901001","2011","25590100105Trad220ALG212011","2010-2011 Fall Semester","108",,"64.00",,,"2020-11-13 14:18:26.496554"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","28",,"45.00",,,"2020-11-13 14:18:29.943293"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","98",,"70.00",,,"2020-11-13 14:18:29.955270"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100103Trad222BIO12011","2010-2011 Fall Semester","268",,"56.00",,,"2020-11-13 14:18:29.997220"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100104Trad222BIO12011","2010-2011 Fall Semester","573",,"96.00",,,"2020-11-13 14:18:30.081176"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100105Trad222BIO12011","2010-2011 Fall Semester","880",,"42.00",,,"2020-11-13 14:18:30.165735"
"2010-08-23","966","977","2011","1","112.34.11.C","BIO","255901001","2011","25590100105Trad222BIO12011","2010-2011 Fall Semester","919",,"78.00",,,"2020-11-13 14:18:30.173353"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad105ELA0212011","2010-2011 Fall Semester","34",,"85.00",,,"2020-11-13 14:18:31.369735"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad105ELA0212011","2010-2011 Fall Semester","124",,"73.00",,,"2020-11-13 14:18:31.396939"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad105ELA0212011","2010-2011 Fall Semester","143",,"77.00",,,"2020-11-13 14:18:31.492927"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","176",,"85.00",,,"2020-11-13 14:18:31.507167"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","202",,"91.00",,,"2020-11-13 14:18:31.518447"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","294",,"34.00",,,"2020-11-13 14:18:31.531942"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","405",,"42.00",,,"2020-11-13 14:18:31.544966"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","436",,"64.00",,,"2020-11-13 14:18:31.556140"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad106ELA0212011","2010-2011 Fall Semester","475",,"66.00",,,"2020-11-13 14:18:31.567924"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad107ELA0212011","2010-2011 Fall Semester","516",,"67.00",,,"2020-11-13 14:18:31.582038"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad107ELA0212011","2010-2011 Fall Semester","606",,"80.00",,,"2020-11-13 14:18:31.607056"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad107ELA0212011","2010-2011 Fall Semester","661",,"66.00",,,"2020-11-13 14:18:31.619735"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad108ELA0212011","2010-2011 Fall Semester","695",,"89.00",,,"2020-11-13 14:18:31.641752"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad108ELA0212011","2010-2011 Fall Semester","772",,"69.00",,,"2020-11-13 14:18:31.668845"
"2010-08-23","966","977","2011","1","110.13.1.A","ELA-02","255901107","2011","25590110701Trad108ELA0212011","2010-2011 Fall Semester","803",,"67.00",,,"2020-11-13 14:18:31.685467"
"2010-08-23","966","977","2011","1","110.14.17.C","ELA-03","255901107","2011","25590110701Trad202ELA0312011","2010-2011 Fall Semester","287",,"70.00",,,"2020-11-13 14:18:31.804515"
"2010-08-23","966","977","2011","1","110.14.17.C","ELA-03","255901107","2011","25590110701Trad202ELA0312011","2010-2011 Fall Semester","338",,"82.00",,,"2020-11-13 14:18:31.815837"
"2010-08-23","966","977","2011","1","110.14.17.C","ELA-03","255901107","2011","25590110701Trad203ELA0312011","2010-2011 Fall Semester","548",,"82.00",,,"2020-11-13 14:18:31.864375"
"2010-08-23","966","977","2011","1","110.14.17.C","ELA-03","255901107","2011","25590110701Trad204ELA0312011","2010-2011 Fall Semester","883",,"76.00",,,"2020-11-13 14:18:31.923118"
"2010-08-23","966","977","2011","1","110.15.24.Ai","ELA-04","255901107","2011","25590110701Trad205ELA0412011","2010-2011 Fall Semester","129",,"67.00",,,"2020-11-13 14:18:31.984480"
"2010-08-23","966","977","2011","1","110.15.24.Ai","ELA-04","255901107","2011","25590110701Trad205ELA0412011","2010-2011 Fall Semester","166",,"35.00",,,"2020-11-13 14:18:31.997822"
"2010-08-23","966","977","2011","1","110.15.24.Ai","ELA-04","255901107","2011","25590110701Trad205ELA0412011","2010-2011 Fall Semester","192",,"78.00",,,"2020-11-13 14:18:32.008778"
"2010-08-23","966","977","2011","1","110.15.24.Ai","ELA-04","255901107","2011","25590110701Trad206ELA0412011","2010-2011 Fall Semester","266",,"82.00",,,"2020-11-13 14:18:32.023944"
"2010-08-23","966","977","2011","1","110.15.24.Ai","ELA-04","255901107","2011","25590110701Trad208ELA0412011","2010-2011 Fall Semester","693",,"100.00",,,"2020-11-13 14:18:32.156056"
"2010-08-23","966","977","2011","1","110.15.24.Ai","ELA-04","255901107","2011","25590110701Trad208ELA0412011","2010-2011 Fall Semester","922",,"96.00",,,"2020-11-13 14:18:32.202619"
"2010-08-23","966","977","2011","1","110.16.21.Ai","ELA-05","255901107","2011","25590110702Trad303ELA0512011","2010-2011 Fall Semester","773",,"89.00",,,"2020-11-13 14:18:32.320522"
"2010-08-23","966","977","2011","1","110.18.2.C","ELA-06","255901044","2011","25590104401Trad110ELA0612011","2010-2011 Fall Semester","101",,"79.00",,,"2020-11-13 14:18:32.490356"
"2010-08-23","966","977","2011","1","110.18.2.C","ELA-06","255901044","2011","25590104401Trad110ELA0612011","2010-2011 Fall Semester","182",,"70.00",,,"2020-11-13 14:18:32.500826"
"2010-08-23","966","977","2011","1","110.18.2.C","ELA-06","255901044","2011","25590104401Trad110ELA0612011","2010-2011 Fall Semester","250",,"76.00",,,"2020-11-13 14:18:32.522252"
"2010-08-23","966","977","2011","1","110.18.2.C","ELA-06","255901044","2011","25590104402Trad110ELA0612011","2010-2011 Fall Semester","521",,"100.00",,,"2020-11-13 14:18:32.565628"
"2010-08-23","966","977","2011","1","110.18.2.C","ELA-06","255901044","2011","25590104402Trad110ELA0612011","2010-2011 Fall Semester","598",,"39.00",,,"2020-11-13 14:18:32.867923"
"2010-08-23","966","977","2011","1","110.18.2.C","ELA-06","255901044","2011","25590104402Trad110ELA0612011","2010-2011 Fall Semester","642",,"65.00",,,"2020-11-13 14:18:32.884279"
"2010-08-23","966","977","2011","1","110.18.2.C","ELA-06","255901044","2011","25590104403Trad110ELA0612011","2010-2011 Fall Semester","676",,"43.00",,,"2020-11-13 14:18:32.893303"
