educationorganizationid,schoolyear,studentusi,termdescriptorid,cumulativeearnedcredits,cumulativeearnedcredittypedescriptorid,cumulativeearnedcreditconversion,cumulativeattemptedcredits,cumulativeattemptedcredittypedescriptorid,cumulativeattemptedcreditconversion,cumulativegradepointsearned,cumulativegradepointaverage,gradevaluequalifier,projectedgraduationdate,sessionearnedcredits,sessionearnedcredittypedescriptorid,sessionearnedcreditconversion,sessionattemptedcredits,sessionattemptedcredittypedescriptorid,sessionattemptedcreditconversion,sessiongradepointsearned,sessiongradepointaverage,discriminator,createdate,lastmodifieddate,id,changeversion
"255901001","2011","696","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.368284","2020-11-13 14:21:15.368084","999463bf-5c90-4c52-af66-70d838e855cf","88570"
"255901001","2011","708","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.380992","2020-11-13 14:21:15.380781","017e12ca-a056-4c47-b47b-4ce41dd7a529","88574"
"255901001","2011","715","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.395850","2020-11-13 14:21:15.395381","82635048-6a1e-4f44-bfde-0d904f8bd3f7","88578"
"255901001","2011","728","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.409419","2020-11-13 14:21:15.409054","3a622727-1eab-4825-ad35-cd50001fa466","88581"
"255901001","2011","730","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.424152","2020-11-13 14:21:15.423169","c4b3431d-a6d5-4bb4-8355-c3e913e6391b","88584"
"255901001","2011","756","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.443587","2020-11-13 14:21:15.443402","c7d24020-97c2-4445-b2a9-1922e76ccd86","88590"
"255901001","2011","767","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.454240","2020-11-13 14:21:15.454076","c11372f0-c4b6-42ea-9d4a-b2dd74830c79","88592"
"255901001","2011","783","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.470086","2020-11-13 14:21:15.469922","10dee22b-4694-466e-9192-bab2cc54a9b2","88597"
"255901001","2011","791","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.482331","2020-11-13 14:21:15.482150","93db4be7-75da-4ec2-93b6-e55b6fd571c5","88599"
"255901001","2011","802","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.495931","2020-11-13 14:21:15.495766","1166dbd9-e7d4-4469-b744-42302d498bf6","88604"
"255901001","2011","806","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.510057","2020-11-13 14:21:15.509882","bb97fe53-fd9c-48d0-819d-71ca5697e66a","88608"
"255901001","2011","824","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.525675","2020-11-13 14:21:15.525531","4e062771-0f89-406f-8776-0822e50b0ed4","88612"
"255901001","2011","838","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.542255","2020-11-13 14:21:15.542108","fb496041-9497-4f1b-a880-9092824867f3","88616"
"255901001","2011","864","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.567484","2020-11-13 14:21:15.567355","bad07f9a-cc10-4ad1-97ea-156fdfea8521","88622"
"255901001","2011","874","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.581492","2020-11-13 14:21:15.581344","74ddbaa5-473c-43d1-928d-0e4b62bf9b53","88625"
"255901001","2011","879","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.594909","2020-11-13 14:21:15.594705","f494f3de-a40e-4a7c-98bb-29ab68e655fd","88628"
"255901001","2011","897","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.608756","2020-11-13 14:21:15.608609","768b7579-1979-4110-934c-8a66eb1f7e13","88633"
"255901001","2011","901","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.625381","2020-11-13 14:21:15.625258","59376442-3f63-40c8-834c-23708c59cd13","88636"
"255901001","2011","911","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.641227","2020-11-13 14:21:15.641096","fbcf6a9e-97e9-498f-abc9-2641cd26ea0e","88640"
"255901001","2011","929","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.656528","2020-11-13 14:21:15.656366","1b87585e-fcd1-470b-9425-ccca1e889f7b","88645"
"255901001","2011","934","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.671676","2020-11-13 14:21:15.671494","f937d56f-12f5-49ca-ac33-5c97a5f2f77c","88650"
"255901001","2011","954","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.686120","2020-11-13 14:21:15.685933","f8010911-f13d-41a2-9cb7-e9bad4578f01","88653"
"255901001","2012","2","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.702080","2020-11-13 14:21:15.701905","e72efe9b-ae20-4a95-bfd4-b058f84b83de","88657"
"255901001","2012","12","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.718109","2020-11-13 14:21:15.717715","b0d94b85-3544-4b3a-9c6f-3a6a54fdb7fd","88661"
"255901001","2012","27","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.732040","2020-11-13 14:21:15.731875","d3e88aaf-c89d-4a8b-84c4-c710accfc2f4","88664"
"255901001","2012","47","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.760695","2020-11-13 14:21:15.760520","a21d1c3f-4312-4c3d-a224-ee64ad603b24","88671"
"255901001","2012","72","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.789978","2020-11-13 14:21:15.789813","77dfb13b-61d0-433c-8e23-bb7d3ea3ebc6","88679"
"255901001","2012","78","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.805495","2020-11-13 14:21:15.805314","a3e9a0ed-37af-499c-8ee2-f8c004fbd6f1","88682"
"255901001","2012","85","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.809825","2020-11-13 14:21:15.809665","52a5c1f7-77e6-4f4c-bc12-02160fef6153","88684"
"255901001","2012","98","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.821100","2020-11-13 14:21:15.820927","ca4857f1-201e-4fec-860b-144f89472df4","88687"
"255901001","2012","114","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.835203","2020-11-13 14:21:15.834943","62faadd4-ae69-4707-80a3-7dbf554b4862","88691"
"255901001","2012","136","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.858466","2020-11-13 14:21:15.858039","63c59aba-1312-4226-947c-8b7ffc554914","88697"
"255901001","2012","149","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.873705","2020-11-13 14:21:15.873270","3eeb927c-141a-487c-8571-18accd5e0136","88701"
"255901001","2012","154","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.879232","2020-11-13 14:21:15.878867","1385e4ac-4b02-479b-a8fc-d4c4c50d18f4","88702"
"255901001","2012","206","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.926412","2020-11-13 14:21:15.925339","fd45ed56-915e-47d3-aeb0-075a8c34235b","88714"
"255901001","2012","211","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.931595","2020-11-13 14:21:15.931287","37b8cb6e-3342-440c-86c1-f822633cf017","88716"
"255901001","2012","222","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.944234","2020-11-13 14:21:15.944047","6cb4028d-4fa1-40d0-b831-e7c38bf3ee02","88719"
"255901001","2012","233","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.964922","2020-11-13 14:21:15.964750","940b6ec4-a676-4a7b-8184-6b0940c63041","88725"
"255901001","2012","234","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.972013","2020-11-13 14:21:15.971825","8bf7f877-f4c0-4031-9f01-4236066bb370","88726"
"255901001","2012","246","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.979435","2020-11-13 14:21:15.979278","3fbcc8ee-d255-40ac-aa28-c9cec33f0d4c","88729"
"255901001","2012","252","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.986544","2020-11-13 14:21:15.986374","487fc3b3-da05-4489-90b2-849cfec1016a","88730"
"255901001","2012","264","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.993553","2020-11-13 14:21:15.993397","766ea238-73d7-4d83-ac8c-8ca88ecd5e76","88733"
"255901001","2012","283","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:16.019645","2020-11-13 14:21:16.019451","648364ba-abc7-467a-ad24-5022e46927b3","88740"
"255901001","2012","285","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:16.027246","2020-11-13 14:21:16.027067","88f53f70-0ffa-4351-a86d-a88bbd3b653c","88741"
"255901001","2012","304","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:16.046537","2020-11-13 14:21:16.046384","8005bc1a-ba2c-4aec-8302-f737dd3c9ad9","88747"
"255901001","2012","343","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:16.086103","2020-11-13 14:21:16.085925","a1cf6178-3196-4fb6-8270-352d1f3f12a0","88756"
"255901001","2012","356","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:16.101077","2020-11-13 14:21:16.100926","601d135a-7ac7-4425-b618-3f11a0d97f1b","88760"
"255901001","2012","368","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:16.114486","2020-11-13 14:21:16.114211","10c8814d-01dd-4c9d-a150-c9a28d23137c","88763"
"255901001","2012","379","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:16.127010","2020-11-13 14:21:16.126835","4db64bcf-f2cd-4b92-ba23-25ca5d38bd56","88765"
"255901001","2011","404","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.690583","2020-11-13 14:21:14.664269","c7e70341-9b40-4eb9-97c2-94f827e7b5a5","88459"
"255901001","2011","422","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.710549","2020-11-13 14:21:14.710300","8532ebb2-d236-4460-8499-ad8b09dda564","88461"
"255901001","2011","430","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.726937","2020-11-13 14:21:14.726765","ed53c18f-bb1e-42f5-99bc-61111b80d663","88466"
"255901001","2011","435","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.741773","2020-11-13 14:21:14.740801","fef61fe8-6d09-439f-b32a-4e76b647f722","88469"
"255901001","2011","443","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.757434","2020-11-13 14:21:14.757145","4147cb55-78da-4d89-a946-502e4639053d","88475"
"255901001","2011","452","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.779742","2020-11-13 14:21:14.779570","e100579a-0c7e-427a-b5d1-4f936a4c7e89","88478"
"255901001","2011","454","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.789884","2020-11-13 14:21:14.789403","0302a597-8dfe-43c1-bcca-a6df52cb343e","88480"
"255901001","2011","467","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.795443","2020-11-13 14:21:14.795167","fe325134-d39c-46f3-8d94-ae73915ef36a","88482"
"255901001","2011","477","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.822234","2020-11-13 14:21:14.821945","600ba77c-f27f-4b23-9e3d-3d18552fa907","88485"
"255901001","2011","481","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.827247","2020-11-13 14:21:14.827088","3299fa09-23d6-4324-a1a9-2c4ac9328306","88488"
"255901001","2011","486","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.837405","2020-11-13 14:21:14.837102","7dfeb822-21c8-4885-aa9d-2c54b28f85cd","88489"
"255901001","2011","488","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.842247","2020-11-13 14:21:14.842047","54ff7e5c-906b-4c73-8358-a6cf224b0d94","88491"
"255901001","2011","498","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:14.858885","2020-11-13 14:21:14.858700","8c86a38c-d90e-4c17-bebf-c45c92b529a5","88496"
"255901001","2011","508","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.109370","2020-11-13 14:21:15.108602","8ecdf1d0-a1a5-43b6-925b-7c1e6876c1a0","88502"
"255901001","2011","520","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.122441","2020-11-13 14:21:15.122226","322c9f2a-a832-41b9-ac85-31ecdd9dd9cd","88504"
"255901001","2011","526","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.128362","2020-11-13 14:21:15.127892","07f18145-96a0-4936-8e2e-f38c77eda338","88506"
"255901001","2011","538","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.138897","2020-11-13 14:21:15.138692","7c98d63f-049d-45f6-8b05-18d32c44bd99","88509"
"255901001","2011","540","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.146555","2020-11-13 14:21:15.146237","27bd42a5-98e9-4c61-9cb1-c6113e45a427","88510"
"255901001","2011","543","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.152239","2020-11-13 14:21:15.151396","417f4a60-c603-4417-a343-607970bbe60d","88512"
"255901001","2011","550","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.161658","2020-11-13 14:21:15.161390","288556c6-3bb8-4643-95be-b61ab6d0a498","88514"
"255901001","2011","554","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.166833","2020-11-13 14:21:15.166631","15b411e3-5395-4b79-b5ac-e961cae4f363","88516"
"255901001","2011","571","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.181760","2020-11-13 14:21:15.181012","fb5c7404-e40c-4a2a-a064-b66af8667731","88520"
"255901001","2011","578","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.193232","2020-11-13 14:21:15.192963","5c01532a-3983-4115-8c5d-71cc1abf32fd","88522"
"255901001","2011","588","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.209712","2020-11-13 14:21:15.209547","66862648-b834-4115-ac5d-16138369a5ee","88527"
"255901001","2011","608","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.226788","2020-11-13 14:21:15.226355","ac903aa6-1242-4bf0-a2d0-e7230c160d09","88532"
"255901001","2011","607","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.233288","2020-11-13 14:21:15.233102","69067a9f-4d5e-4c1e-be98-801a08227cdf","88533"
"255901001","2011","612","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.238964","2020-11-13 14:21:15.238411","935c677a-6948-4306-853f-7fb1be68ccd3","88535"
"255901001","2011","615","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.248519","2020-11-13 14:21:15.248307","6794adc1-ecef-49c3-9b3c-23f2cfb3ab82","88537"
"255901001","2011","623","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.255417","2020-11-13 14:21:15.255244","2f42984a-a450-49ec-8e94-17dbcd3ca9b8","88540"
"255901001","2011","626","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.265185","2020-11-13 14:21:15.264968","c51b6c1c-8c7d-42e5-80f5-ae4073e96cf2","88542"
"255901001","2011","631","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.278472","2020-11-13 14:21:15.278300","cc0eb838-38c1-4cb0-a9e4-b61447e65d48","88546"
"255901001","2011","638","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.286918","2020-11-13 14:21:15.286643","253b052d-7c7c-4dba-a0aa-4fd60f2b8e28","88548"
"255901001","2011","641","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.292481","2020-11-13 14:21:15.292270","a61c8621-a8c3-4e27-a086-76a8677645e4","88550"
"255901001","2011","647","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.301796","2020-11-13 14:21:15.301506","1f053442-5f85-4670-b460-934343132f5f","88552"
"255901001","2011","650","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.307799","2020-11-13 14:21:15.307635","6a7e2b92-ddba-427c-bba0-8863aa4eb336","88554"
"255901001","2011","662","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.322315","2020-11-13 14:21:15.322171","333b92e1-bec4-431a-8ebf-a9453c8f1c76","88558"
"255901001","2011","680","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.338947","2020-11-13 14:21:15.338606","31056b40-f79f-431a-aec9-f3424042d763","88562"
"255901001","2011","691","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.353851","2020-11-13 14:21:15.353464","40400299-81d9-4890-bfa7-b6e764d074fd","88567"
"255901001","2011","697","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.366217","2020-11-13 14:21:15.365954","29bbb575-295c-4c1e-9ed0-e84312e1e2d8","88569"
"255901001","2011","703","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.379081","2020-11-13 14:21:15.378840","16ffe8a6-31da-421c-b283-06a3902329c1","88572"
"255901001","2011","709","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.383614","2020-11-13 14:21:15.383440","3c22f583-fb02-484d-8023-379da67bddbe","88575"
"255901001","2011","720","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.409213","2020-11-13 14:21:15.408843","ba48aa5a-c469-4550-b857-81bc26fe55fe","88582"
"255901001","2011","735","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.424255","2020-11-13 14:21:15.424099","f1fc3de0-34de-4b0b-8d9d-0b1ffafe4156","88586"
"255901001","2011","736","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.435232","2020-11-13 14:21:15.435044","e349adea-00f1-43a6-94b6-0ebe34ef69eb","88587"
"255901001","2011","748","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.443265","2020-11-13 14:21:15.443118","b1cd7d8c-5164-4928-bc76-468746c075a6","88589"
"255901001","2011","761","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.452889","2020-11-13 14:21:15.452348","fde43825-375a-41e5-9ed4-bfd6b74f554a","88591"
"255901001","2011","770","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.461999","2020-11-13 14:21:15.461273","885b9aeb-1ef9-4ba7-94f2-1977d1e1e97d","88594"
"255901001","2011","774","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.467408","2020-11-13 14:21:15.467233","5a0f9964-52fd-4b95-bc16-a8d17a640632","88595"
"255901001","2011","790","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.482394","2020-11-13 14:21:15.482144","1674f340-c2b9-4f0d-8b3e-3e0760b0166d","88600"
"255901001","2011","800","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.495115","2020-11-13 14:21:15.494935","b8de25d5-540f-4bc0-85dd-a54939824521","88603"
"255901001","2011","809","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.510057","2020-11-13 14:21:15.509878","d2c305c5-7585-4d59-94ef-611b2811638c","88607"
"255901001","2011","819","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.525457","2020-11-13 14:21:15.525290","337793a7-2aa6-4801-a684-d0f5cd5a0f9a","88611"
"255901001","2011","829","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.535646","2020-11-13 14:21:15.535211","babf619d-3ab2-4e74-804a-bb62801333c8","88613"
"255901001","2011","832","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.539562","2020-11-13 14:21:15.539384","4e452b9d-44d6-44de-905b-1cc415a09843","88614"
"255901001","2011","843","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.552786","2020-11-13 14:21:15.552616","9316b0c7-a169-4476-af33-119ca6920783","88618"
"255901001","2011","862","2330","7.000",,,,,,,,,,,,,,,,,,"NULL","2020-11-13 14:21:15.566436","2020-11-13 14:21:15.566281","a003c328-7ac8-4905-9824-880a17b62858","88620"
