begindate,localcoursecode,schoolid,schoolyear,sectionidentifier,sessionname,studentusi,enddate,homeroomindicator,repeatidentifierdescriptorid,teacherstudentdatalinkexclusion,attemptstatusdescriptorid,discriminator,createdate,lastmodifieddate,id,changeversion
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","184","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.699316","2020-11-13 14:16:42.699132","8aeeeb2a-32cc-46dc-8f23-6fcb675e4e90","17762"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","205","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.702931","2020-11-13 14:16:42.702853","a829d6a3-941c-44f7-b328-75003b226013","17763"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","80","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.705859","2020-11-13 14:16:42.705691","b921c9a6-8bcb-4f77-aa4c-7271aec789af","17764"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","6","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.706882","2020-11-13 14:16:42.706471","b52e5e52-c5d8-4f06-ad3b-dee16ed30883","17765"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","156","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.707521","2020-11-13 14:16:42.707191","cc422e40-1169-42a9-ae06-fec16b4cac8e","17766"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","134","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.712897","2020-11-13 14:16:42.711979","8acd0d59-b32b-4562-a068-f036bc27f689","17767"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","126","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.713434","2020-11-13 14:16:42.713334","42490ab9-c23e-4650-a9ca-deb810c059ed","17768"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","71","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.714329","2020-11-13 14:16:42.714178","8289d5d8-c87b-4197-93d2-24e29222cfee","17769"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","70","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.715180","2020-11-13 14:16:42.715116","25752873-480a-478f-b8fc-9d2ba657f4d2","17770"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad101ELA0112011","2010-2011 Fall Semester","16","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.720337","2020-11-13 14:16:42.720265","3fd862d3-bf2e-442c-bce5-20e61c9bbcd5","17771"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","73","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.720956","2020-11-13 14:16:42.720894","1e20dbe0-3a35-45ad-80ef-24ffef545fc3","17772"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","83","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.726187","2020-11-13 14:16:42.725180","2b7ae98e-d3c7-4b46-b2d0-9b80c4184c10","17773"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","68","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.726946","2020-11-13 14:16:42.726886","cd85a11a-3e7c-46a5-bf75-cf4b39ed6224","17774"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","8","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.727800","2020-11-13 14:16:42.727649","b31775ca-a35f-4843-9465-9904e179510a","17775"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","102","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.728734","2020-11-13 14:16:42.728673","22fb6ab9-78ab-4da6-b1a5-eff42e5b1b9a","17776"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","133","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.734145","2020-11-13 14:16:42.734024","4cb7756b-5448-4c2d-8d08-b019e3220a09","17777"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","44","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.734865","2020-11-13 14:16:42.734738","e24b64e3-f733-4c27-acb6-dd6a90a72a55","17778"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","50","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.735751","2020-11-13 14:16:42.735693","9f1b70e8-1ee1-4eef-a877-623f82a1c5f2","17779"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","100","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.736104","2020-11-13 14:16:42.735965","4f308b97-3210-4cb1-ad8f-51a2c9230868","17780"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","205","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.741840","2020-11-13 14:16:42.741764","03bc6fc1-a692-4837-a230-ad0996a76def","17781"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","191","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.742565","2020-11-13 14:16:42.742466","e6ed64e6-2280-4041-a01e-5aa01197bcc6","17782"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","80","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.743212","2020-11-13 14:16:42.743151","8d86b10c-8f40-4c5a-a887-484b35deceab","17783"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","184","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.744934","2020-11-13 14:16:42.744878","43888be6-b99b-4729-9437-af2dc4ab22dd","17784"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","6","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.750256","2020-11-13 14:16:42.750181","bd78eb34-5d66-4bf6-8cbc-22739b6c527e","17785"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","134","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.751112","2020-11-13 14:16:42.750994","96f9d292-65c2-47d8-93ad-aa79fa7b7d17","17786"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","156","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.751699","2020-11-13 14:16:42.751657","902ee3d3-f5af-4e78-b34f-583f1eaa2cc2","17787"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","126","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.753274","2020-11-13 14:16:42.753209","8574cd5e-9981-4aea-93d2-6eaba5b14958","17788"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","71","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.757947","2020-11-13 14:16:42.757434","e1d24c2d-946c-4b10-a93c-26c2c3d33f79","17789"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","70","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.757976","2020-11-13 14:16:42.757857","236085f0-3d1e-4b73-88f1-a3e579ee26b5","17790"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad101ELA0122011","2010-2011 Spring Semester","16","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.758880","2020-11-13 14:16:42.758748","c10526ea-4895-4dd4-9673-32691ab7529d","17791"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","267","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.762507","2020-11-13 14:16:42.762261","95db5748-1398-4af0-b3ce-c874f437f748","17792"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","235","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.765432","2020-11-13 14:16:42.765321","bba1d8ca-c9cc-43ba-8671-03bc894eeedf","17793"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","305","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.767270","2020-11-13 14:16:42.767195","45d6a106-caaa-4a03-a5e7-33d53cb49722","17794"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","337","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.767424","2020-11-13 14:16:42.767378","b20d3e6c-7578-45fa-be28-8af73abb414a","17795"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","410","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.770325","2020-11-13 14:16:42.770231","8e052af3-a61b-48bb-abf1-0f950e9d8fcc","17796"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","303","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.773894","2020-11-13 14:16:42.773552","b0563ad1-ce42-4a8e-a950-8305f22d1402","17797"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","369","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.773900","2020-11-13 14:16:42.773836","71983df7-190e-4096-9b24-495e665d41c8","17798"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","358","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.775249","2020-11-13 14:16:42.775191","18d20af2-6060-4784-9edc-417f8e393ece","17799"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","260","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.778273","2020-11-13 14:16:42.778191","c2446069-a9e8-49d7-bdaf-d404b79413c3","17800"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","398","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.782364","2020-11-13 14:16:42.782266","922b83a8-1461-4b0c-bc8e-be0b5ff88e87","17802"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","371","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.787454","2020-11-13 14:16:42.786827","7f372a7c-26ca-4d34-a08f-7a5b531041ce","17804"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","340","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.789992","2020-11-13 14:16:42.789879","6fae8460-2f18-4dbd-ab87-b777c40b486c","17806"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","210","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.794938","2020-11-13 14:16:42.794874","3ff36c42-13f7-47ab-9212-0fd45c6003ca","17808"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","216","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.800182","2020-11-13 14:16:42.800128","a38e9b09-5326-4d3c-b6fb-d8408107fb27","17811"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","305","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.805300","2020-11-13 14:16:42.805225","9006db76-e2d8-4e71-8c5b-a61cd32662fa","17814"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","337","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.809790","2020-11-13 14:16:42.809243","50ea2e46-e023-4097-a1a6-2af70daa20a2","17815"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","303","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.812865","2020-11-13 14:16:42.812794","5caa30c9-a246-4224-853c-d252c240cfa4","17817"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","323","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.826608","2020-11-13 14:16:42.826551","323af32e-de22-4d68-a969-21c26920b89e","17820"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","398","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.832376","2020-11-13 14:16:42.832303","dd9e7ca5-bb73-4549-851b-15cf00cca2a7","17822"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","371","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.835521","2020-11-13 14:16:42.835439","257c0092-743c-4def-9c02-41bea0cca786","17825"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","340","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.839754","2020-11-13 14:16:42.839685","1ae0a644-2cac-43de-a6a9-acd892dddc80","17826"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","210","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.843604","2020-11-13 14:16:42.843541","d21559df-c42a-4c8e-9e75-0397dd10a761","17828"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","216","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.848599","2020-11-13 14:16:42.848430","d8f24a1a-334e-4ed7-938f-dd65c7794c98","17831"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","544","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.852733","2020-11-13 14:16:42.852027","e76cad48-3bbd-42d9-a1bc-160627829bfe","17832"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","503","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.857094","2020-11-13 14:16:42.857006","cd135f12-5a59-49a8-b18b-950ffa984264","17835"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","589","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.864191","2020-11-13 14:16:42.864120","1393d3bc-6b41-4a91-91b0-a43f92135bcc","17839"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","577","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.870112","2020-11-13 14:16:42.870036","83f6f1a7-688f-4d85-9195-2ebb1136da13","17840"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","470","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.873250","2020-11-13 14:16:42.873180","4cb0b779-1a90-41bb-8955-68ef21001e3c","17843"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","487","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.879405","2020-11-13 14:16:42.879223","3d7db132-7345-45f9-95ec-a43462c0c800","17844"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","473","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.883348","2020-11-13 14:16:42.883285","561cdb8f-6e53-4159-9c7f-895cecc393be","17847"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","603","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.887731","2020-11-13 14:16:42.887645","eb2fb4cd-57b3-4930-aa1d-70bef5448e57","17848"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","457","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.892106","2020-11-13 14:16:42.891930","b6289d0f-12a8-4476-b55b-a49d1eb99597","17851"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","421","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.896689","2020-11-13 14:16:42.896598","6302e2ef-6288-4df2-9673-32f1191460ef","17853"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","503","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.901173","2020-11-13 14:16:42.900934","6b3eb983-a92f-47d1-8ba5-249e0d8e4218","17855"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","460","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.903765","2020-11-13 14:16:42.903708","2de968ea-34c6-4783-893f-54c4e8657b77","17856"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","658","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.906475","2020-11-13 14:16:42.906369","85a34a42-6df9-439f-ba23-65ef6d4cdbf4","17857"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","589","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.909486","2020-11-13 14:16:42.909422","e2f54946-aaf0-4957-aec6-858389e98a1a","17859"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","466","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.914874","2020-11-13 14:16:42.914798","ec17dd44-55f4-4305-87fe-73fd414acabc","17861"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","415","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.922812","2020-11-13 14:16:42.922746","f69638e5-865b-4ae4-9c0c-595296e1ac83","17866"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","473","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.926017","2020-11-13 14:16:42.925827","dcf95fb3-ca93-46ef-96a9-651b89e1c986","17867"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","478","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.929929","2020-11-13 14:16:42.929742","37ae4957-d34d-4313-b664-924707ef0eec","17870"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad103ELA0122011","2010-2011 Spring Semester","457","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.934238","2020-11-13 14:16:42.934168","5b90b5e6-b037-4474-bdf3-ea175370de5c","17871"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad104ELA0112011","2010-2011 Fall Semester","749","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.937195","2020-11-13 14:16:42.937090","8025058e-b2da-4e5f-8841-57e363894f38","17873"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad104ELA0112011","2010-2011 Fall Semester","892","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.944195","2020-11-13 14:16:42.944101","21a8dde9-54c5-4135-8fd1-9a5db09a445e","17877"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad104ELA0112011","2010-2011 Fall Semester","755","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.956916","2020-11-13 14:16:42.956849","7eb2e9d3-18ab-4a8f-953f-da79446bb7a2","17882"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad104ELA0112011","2010-2011 Fall Semester","787","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.961456","2020-11-13 14:16:42.961390","db6940a8-70cf-4311-b7f9-cea89a5e26e0","17884"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad104ELA0112011","2010-2011 Fall Semester","959","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.965077","2020-11-13 14:16:42.965016","e3876f5a-b49c-4b46-9130-06724b6ac2f2","17886"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad104ELA0112011","2010-2011 Fall Semester","723","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.969047","2020-11-13 14:16:42.968981","8a9625d9-b950-4976-8224-507436c98c21","17889"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad104ELA0112011","2010-2011 Fall Semester","834","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.975516","2020-11-13 14:16:42.975362","96629322-61ae-488f-a9b6-91f1514396b3","17891"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad104ELA0122011","2010-2011 Spring Semester","751","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.982231","2020-11-13 14:16:42.981152","d625a382-8dcb-492b-adf6-237ef03c9873","17894"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad104ELA0122011","2010-2011 Spring Semester","764","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.984987","2020-11-13 14:16:42.984903","23e6c2b2-a597-4793-927d-5c291bca3a40","17895"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad104ELA0122011","2010-2011 Spring Semester","823","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.991254","2020-11-13 14:16:42.990613","f90b4ba9-1d7b-4def-91f2-75f736cdd40a","17898"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad104ELA0122011","2010-2011 Spring Semester","848","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.994023","2020-11-13 14:16:42.993972","0f30db58-0307-4766-9d0c-ba028e1978d6","17901"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad104ELA0122011","2010-2011 Spring Semester","787","2011-05-27","true",,,,"NULL","2020-11-13 14:16:43.002353","2020-11-13 14:16:43.002156","771b7f5c-508b-4f43-894e-a4e77edacd37","17904"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad104ELA0122011","2010-2011 Spring Semester","723","2011-05-27","true",,,,"NULL","2020-11-13 14:16:43.010729","2020-11-13 14:16:43.010658","913e85ee-458c-4bdd-9036-9db0ed0ec565","17908"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad104ELA0122011","2010-2011 Spring Semester","834","2011-05-27","true",,,,"NULL","2020-11-13 14:16:43.016916","2020-11-13 14:16:43.016850","af008401-7f3b-49c9-a504-e8cde89f8cc5","17911"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","323","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.781703","2020-11-13 14:16:42.781608","837c1dce-26c2-4ff5-a77f-f6aef273e847","17801"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","317","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.792120","2020-11-13 14:16:42.792064","729fe0ec-2d88-4980-b023-646afb9f1136","17807"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad102ELA0112011","2010-2011 Fall Semester","324","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.798121","2020-11-13 14:16:42.798021","03765403-bf9e-4971-a0de-ef5ecce2c54c","17810"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","235","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.804676","2020-11-13 14:16:42.804413","c91bb851-a859-4414-9b3c-bf0ca30fa2d3","17813"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","410","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.810752","2020-11-13 14:16:42.810590","d9ccc328-cd91-4ddb-ad0e-be2008b4b649","17816"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","260","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.825888","2020-11-13 14:16:42.825770","2db71eb5-7394-42a4-b93a-d2c58db0c90d","17819"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","297","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.833127","2020-11-13 14:16:42.833024","4c672001-a8d2-48e6-a9c4-11075ef80fa1","17823"
"2011-01-04","ELA-01","255901107","2011","25590110701Trad102ELA0122011","2010-2011 Spring Semester","208","2011-05-27","true",,,,"NULL","2020-11-13 14:16:42.845507","2020-11-13 14:16:42.844907","7cbd6b8e-5381-453f-a624-584ee909c438","17829"
"2010-08-23","ELA-01","255901107","2011","25590110701Trad103ELA0112011","2010-2011 Fall Semester","421","2010-12-17","true",,,,"NULL","2020-11-13 14:16:42.853588","2020-11-13 14:16:42.853476","c9a210a1-7184-4365-b048-11bdd43ea581","17833"
