assessmentidentifier,identificationcode,namespace,studentassessmentidentifier,studentusi,assessmentresponse,descriptivefeedback,responseindicatordescriptorid,assessmentitemresultdescriptorid,rawscoreresult,timeassessed,createdate
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848487","uri://ed-fi.org/Assessment/Assessment.xml","+1L0Z4bMVQSSHHpaMJY9UkR45g7+OAFiVvaAxOB5","160","G",,"1994","179",,,"2020-11-13 14:16:32.982125"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848490","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982080"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848492","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.985953"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848493","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986014"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848491","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982088"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848495","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986044"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848492","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982100"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848488","uri://ed-fi.org/Assessment/Assessment.xml","+1L0Z4bMVQSSHHpaMJY9UkR45g7+OAFiVvaAxOB5","160","G",,"1994","179",,,"2020-11-13 14:16:32.982137"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850632","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986079"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848493","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982110"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850728","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986090"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848495","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982119"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848489","uri://ed-fi.org/Assessment/Assessment.xml","+1L0Z4bMVQSSHHpaMJY9UkR45g7+OAFiVvaAxOB5","160","G",,"1994","179",,,"2020-11-13 14:16:32.982147"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850932","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986103"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850632","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982129"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848490","uri://ed-fi.org/Assessment/Assessment.xml","+1L0Z4bMVQSSHHpaMJY9UkR45g7+OAFiVvaAxOB5","160","G",,"1994","179",,,"2020-11-13 14:16:32.982156"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851332","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986135"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850728","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982138"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851446","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986167"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848491","uri://ed-fi.org/Assessment/Assessment.xml","+1L0Z4bMVQSSHHpaMJY9UkR45g7+OAFiVvaAxOB5","160","G",,"1994","179",,,"2020-11-13 14:16:32.982167"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851566","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986198"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851990","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986250"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852162","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986272"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852312","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986306"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852692","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986336"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852854","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986351"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9856666","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986366"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9872514","uri://ed-fi.org/Assessment/Assessment.xml","/Us/msJ4w7K3E3e9dyPfOGMUTo3V13VnkwiUpGXv","338","F",,"1994","179",,,"2020-11-13 14:16:32.986396"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848478","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036289"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848480","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036337"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848481","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036350"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848484","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036361"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848486","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036376"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848487","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036385"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848488","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036396"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848489","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036405"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848490","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036416"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848491","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036425"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848492","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036435"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848493","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036445"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848495","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036454"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850632","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036465"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850728","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036474"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850932","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036484"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851332","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036493"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851446","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036502"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851566","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036511"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851990","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036519"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852162","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036532"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852312","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036546"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852692","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036559"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852854","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036574"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9856666","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036587"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9872514","uri://ed-fi.org/Assessment/Assessment.xml","6KW1piNOPAcfbBSIC4S0a4TA3zQgS73BHg4ciGCu","287","G",,"1994","179",,,"2020-11-13 14:16:33.036596"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848478","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","C",,"1994","179",,,"2020-11-13 14:16:33.061863"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848480","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","C",,"1994","179",,,"2020-11-13 14:16:33.061930"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848481","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","C",,"1994","179",,,"2020-11-13 14:16:33.061945"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848484","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","C",,"1994","179",,,"2020-11-13 14:16:33.061955"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848486","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","C",,"1994","179",,,"2020-11-13 14:16:33.061967"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848487","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","C",,"1994","179",,,"2020-11-13 14:16:33.061979"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848488","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","C",,"1994","179",,,"2020-11-13 14:16:33.062009"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848489","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","C",,"1994","179",,,"2020-11-13 14:16:33.062020"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848490","uri://ed-fi.org/Assessment/Assessment.xml","8Hfczz7TuUjQxUYFPuhcg981F+GTuI8xjWRWoydM","3","C",,"1994","179",,,"2020-11-13 14:16:33.062044"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9850932","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982148"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851332","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982157"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851446","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982166"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851566","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982176"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9851990","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982185"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852162","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982197"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852312","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982206"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852692","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982217"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9852854","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982226"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9856666","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982236"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9872514","uri://ed-fi.org/Assessment/Assessment.xml","+/l/63fX4iCcs9VvArcOYu5tdg9d1APkRaehrKbx","714","C",,"1994","179",,,"2020-11-13 14:16:32.982245"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848478","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.033893"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848480","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.033945"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848481","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.033959"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848484","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.033970"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848486","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.033981"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848487","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.033989"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848488","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.034109"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848489","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.034155"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848490","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.034171"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848491","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.034181"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848492","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.034192"
"ae049cb3-33d0-431f-b0f3-a751df7217ef","9848493","uri://ed-fi.org/Assessment/Assessment.xml","5kjLJvffMr1Bs71riK7qrfpwVir4QKcKA/UCTz3L","274","F",,"1994","179",,,"2020-11-13 14:16:33.034203"
